Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
539,update changelog and version for next beta rev,0.5973914,This beta includes:,Bump up retry interval Test fix,0
540,style server start page and add image loaders,0.5106074,feat: add jpeg consumer in AD package #1512,,0
541,Fixed broken link to png,0.624544,This version had an issue like link,,0
542,docs: add security warning as troubleshooting,0.480857,Provide more helpful error and success messages (0fe3551),chore(package): update spectron to version 5.0.0 chore(package): update lockfile package-lock.json,0
543,Set serverArgs in electron-settings,0.52269214,Runs an  Appium Server with user-specified settings,fix(package): update ansi-to-html to version 0.6.7 chore(package): update lockfile package-lock.json,0
544,Display caps in JSON form on pre tag,0.4264144,Add Web(View) notification in Selected Element: #1438,chore(package): update image-webpack-loader to version 4.4.0 chore(package): update lockfile package-lock.json,0
545,Handles case of no update,0.59372175,updateSettings action call was not being properly parsed #911,default custom server port to 4723 which is the value in placeholder default hostname,0
546,chore(deps-dev): bump eslint-plugin-mocha from 9.0.0 to 10.0.3 (#1982),0.60390306,Bump embedded Appium version to 1.20.0-beta.0 diff,chore(package): update style-loader to version 0.23.1 chore(package): update lockfile package-lock.json,0
547,Shows loading indicator when waiting for session,0.66262937,Feature: Show a list of currently running sessions when attaching sessions (#196),,0
548,"Support ""Copy Attributes to clipboard"" (#952)",0.9018146,"Add 'copy attributes to clipboard"" feature #952",Fixes Add package lock Add linting task and fix lint errors Package lock update,1
549,feat: bump version to run ci (#1413),0.68649495,feat: Bump Appium version to 1.18.3,chore(package): update eslint-plugin-jsx-a11y to version 6.1.2 chore(package): update lockfile package-lock.json,0
550,1.8.1,0.5264048,Pcloudy (#830) (de0a295),chore(package): update appium-support to version 2.22.0 chore(package): update lockfile package-lock.json Fix broken appium-support and missing modules Missing file: @skip-ci,0
551,Mac fixes (#452),0.64260995,Fix: Previous version had wrong Appium Version on Mac (1.6.4 instead of 1.6.5),chore(package): update appium-fake-driver to version 0.6.2 Closes #649 chore(package): update lockfile package-lock.json,0
552,Make session container fill whole page,0.624681,"Feature: add ""Attach to Session"" tab on New Session window that allows attaching to an already-running session",chore(package): update jsdom to version 12.1.0 chore(package): update lockfile package-lock.json,0
553,Parses source XML and displays it in tree,0.5700401,Feature: Add icon that copies source XML to clipboard,chore(package): update babel-eslint to version 10.0.1 Resolve conflict,0
554,Clean up CI (#870),0.48684585,Pcloudy (#830) (de0a295),chore(package): update eslint-plugin-babel to version 5.2.1 chore(package): update lockfile package-lock.json,0
555,Update husky to the latest version 🚀 (#1214),0.45607743,Update Electron to version 3.0.3 (link) (#661),fix(package): update postcss to version 7.0.4 chore(package): update lockfile package-lock.json,0
556,Re-enable package-lock (#533),0.5567155,Fix: issue where typing into a desired capability box was prevented if the app had not been used before. (#57),,0
557,Can input strategy and selector,0.6329353,Fix: Use multiple selector strategies if first one doesn't work (#330),chore(package): update dependencies docs(readme): add Greenkeeper badge Greenkeeper fixes,0
558,feat: Add Windows 32-bit binary and zip (#1414),0.6386124,Windows 32 bit installer,Move method handlers into appium-method-handler as static methods Make it killSession synchronous because there was a race condition where sessions were being killed as new one was being created and caused a crash This method can be synchronous because we don't use the result and it's fine to 'fire-and-forget'. There's nothing that needs to be waited for,0
559,Update mocha to the latest version 🚀 (#1230),0.48740858,feat: Update to Appium 1.18.2,,0
560,Split LocatorTestModal into three components,0.6403581,Feature: Add locator modal to search for elements and perform basic interactions on them (#244),,0
561,fix: improve css styles for sizing and scrolling in new session page,0.60036254,Fix: improved markup and CSS in update window (#74),,0
562,chore(deps): bump electron-updater from 4.2.0 to 4.3.0 (#1314),0.6786887,Update Electron to version 3.0.3 (link) (#661),Update readme with cloud provider information,0
563,Fix results formatting,0.49570268,feat: Make sure formatted caps stays visible in saved caps area #973,,0
564,Moved method listener to separate function,0.4336059,Fix: Debounce calls to selectElement (#325),,0
565,Set process.argv[1] when undefined,0.49175453,"Fix defect that made ""object"" args not work for capabilities (ef2ff5d)",,0
566,"add component, actions, reducer for basic start server ui",0.4924564,reduced dependency size (#769),,0
567,re-do casing scheme for actions and reducers to match components,0.49549928,Feature: Add locator modal to search for elements and perform basic interactions on them (#244),Some listeners are being bound multiple times which is causing the same function to be called multiple times Unbind all listeners when we're done with them,0
568,Update jsdom to the latest version 🚀 (#645),0.48820043,Feature: Update Appium to 1.7.2,,0
569,chore: Update electron-builder to the latest version 🚀 (#1047),0.68259287,Update Electron to version 3.0.3 (link) (#661),,0
570,Wired up interactions in locator modal,0.7287704,Feature: Add locator modal to search for elements and perform basic interactions on them (#244),,1
571,Unselect element if already selected,0.55473304,Fix: Debounce calls to selectElement (#325),,0
572,make sure to save server type change even without setting change,0.90209866,feat: Make sure to save server type change even without setting change #973,,1
573,docs: update xattr,0.48329377,feat: Update to Appium 1.18.2,,0
574,work on save tests modal,0.46953964,TestingBot (#862) (88d8f0f),,0
575,docs: address v1.22.3-4 about the sign issue fix,0.5297036,Fix: Pegged ANTD version to prevent errors (#198) ,,0
576,feat: Show elementId in attributes,0.64206034,Can select elements in the source and inspect their attributes,ANDROID_HOME set from in UI,0
577,Use Yarn (#492),0.3423355,Please use link to avoid codesign problem.,,0
578,Added inspector tests (#235),0.602733,TestingBot (#862) (88d8f0f),Fix error on variable generation and params,0
579,Add logging to auto updater,0.9271712,Feature: add logging to autoUpdater (#74),,1
580,Stubbed in autoUpdater window,0.6646201,Feature: add logging to autoUpdater (#74),,0
581,feat: Update Appium's oxygen recorder (#1747),0.68572366,feat: Update to Appium 1.18.2,,0
582,fix: lint script name in contributing readme (#1176),0.47002453,fix: get filePaths #1521,,0
583,Make it so we can skip source + screenshot for some actions,0.54255223,Has an inspector window that allows the user to look at a screenshot and source of a running session,,0
584,Rename CSS so not specific to source-tree,0.48299694,Fix: Added padding to bottom of source tree (#247),,0
585,Fix e2e test problem,0.6032871,"Fix defect that made ""object"" args not work for capabilities (ef2ff5d)",,0
586,Remove webpack loaders [ci skip] (#768),0.5708621,Fix: Remove unneeded ipc binding (#612),,0
587,move global actions into their own card in preparation for adding recording actions,0.46469107,Feature: Add interactive swipe and tap (#260),,0
588,Use env variables for SauceLabs and TO (#177),0.6976898,Feature:  Default to use env variables for SauceLabs and TestObject if credentials not provided through UI (#177),,0
589,chore(deps): bump plist from 3.0.2 to 3.0.4 (#1987),0.63009465,feat: Bump Appium version to 1.18.3,,0
590,save cpu by batching and throttling log sends to renderer,0.5272938,Fix: Limit number of rendered logs to 1000 (#263),,0
591,Merge pull request #99 from appium/dpgraham-link-to-update,0.56250095,fix: getCurrentSessions for cloud providers using Basic Auth link,,0
592,v1.0.0,0.60563654,Please consider using 1.17.1-1 since this version has an issue in HTTPS communication,,0
593,chore: remove greenkeeper-lockfile (#1326),0.51080775,Fix: Do not quit attached session when closing the inspector (#134),,0
594,show coordinate info for tap in testrun,0.4913779,Can call tap and sendKeys on elements,,0
595,make project deprecation clearer,0.3970058,Feature: Link to desired capabilities documentation (#188),"Add RobotFramework export option on the recorder Add the RobotFramework option to allow exporting the recorded session to a runnable RobotFramework syntax, using the variables and capabilities needed and obtained from caps",0
596,Update i18next to the latest version 🚀 (#1002),0.6017401,feat: Update to Appium 1.18.2,,0
597,"now that we have fields at fixed with, ensure they are always that width",0.38971192,Fix: Resize inspector if it was previously too small (#225),"resolve.alias doesn't work on webpack-dev-server Solution is to use DefinePlugin to define the env and if env is undefined, export .env-dev.js",0
598,Merged changes from master,0.33746862,Update translations,,0
599,1.3.10,0.5143864,The base branch is 1.20.0,,0
600,Update shell-env to the latest version 🚀 (#930),0.48338452,Update Electron to version 3.0.3 (link) (#661),,0
601,add headspin cloud to list of remote server types,0.98985684,Feature: Add Headspin cloud to list of remote server types,,1
602,Prepare for v1.6.0,0.5376004,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,,0
603,Fix broken link [ci skip] (#814),0.64740074,This version had an issue like link,Used the ENVIRONMENT_PLUGIN Export environment config based on plugin. Right now .nsis is the only alternative Also silenced webpack so we don't see the long package installation messages Also changed npm install to npm ci for Travis so that it gets the packages defined in package-lock.json,0
604,add a readme,0.41610375,Add Web(View) notification in Selected Element: #1438,,0
605,chore(deps): bump react-router from 5.2.0 to 5.2.1 (#1891),0.5666343,Bump Appium version to 1.21.0,,0
606,Release 1.8.2,0.601212,this is a patch release for link. This does not include Appium 1.22.0 stuff.,Remove errant [ character from README.md,0
607,Added 'require-await' to eslint rules,0.42307493,Fix: attached sessions getting timeout due to inactivity #1726,Prepare for v1.6.1 Add NSIS and NSIS-Web builds no-updates Consolidate nsis builds,0
608,Add Bitbar to cloud providers (#594),0.95393974,Feature: Add Bitbar to cloud providers (#603),Having the package-lock ensures consistency between local machines and continuous integration servers using npm ci,1
609,Can create a new session,0.7569545,"Feature: add ""Attach to Session"" tab on New Session window that allows attaching to an already-running session",,1
610,Added style.md doc,0.4719954,Fix: Recorder css and add docs for recorder,Record & Playback,0
611,chore: bump appium 1.22.3 (#1993),0.8587157,feat: Bump Appium version to 1.18.3,,1
612,Update translations (#989),0.88748467,Update translations,Don't run loop for local sessions Change time limits,1
613,chore: clean out unused modules,0.42457893,Fix: Reload source when selected element is stale (#324),,0
614,Update eslint-plugin-shopify to the latest version 🚀 (#1055),0.5479691,Feature: Upgrade Appium to 1.10 (#753),,0
615,Feature: Update Appium to 1.7.0,0.9939995,Feature: Update Appium to 1.7.2,,1
616,1.0.2-beta.1,0.7145821,This beta includes:,,1
617,chore: update docs with new functionality (#1502),0.54051906,Fix: Recorder css and add docs for recorder,,0
618,Upgrade to Appium 1.7.1,0.9435524,Feature: Upgrade to Appium version 1.7.1,,1
619,Update i18next to the latest version 🚀 (#1185),0.62267953,Update Appium to version 1.13.0 #964,,0
620,fix build by updating i18next to 17.0.3 (#1006),0.67119014,This build is no longer available due to a major bug,,0
621,chore: prune dependencies for each app,0.4321377,reduced dependency size (#769),,0
622,ci: ensure we now completely check out submodules,0.43029946,"Since this version, please use link as an inspector.",,0
623,Move refresh button inside ; add placeholder (#199),0.575806,"Fix: Don't refresh page when element not found, send notification instead",,0
624,Update react-redux to the latest version 🚀 (#933),0.5444329,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,,0
625,On first run on windows wait 20s before update,0.72189957,Fix: Windows waits 20 seconds after first run before checking for updates due to a timing issue with Squirrel.windows,,1
626,Added download progression,0.48111317,Feature: Upgrade to Appium 1.9.1,Add BrowserStack server tab,0
627,chore(deps-dev): bump eslint-plugin-react from 7.24.0 to 7.28.0 (#1951),0.58270246,Bump embedded Appium version to 1.20.0-beta.0 diff,,0
628,Added tabs for server selection,0.5640693,"Feature: add ""Attach to Session"" tab on New Session window that allows attaching to an already-running session",,0
629,chore: Update translations (#1510),0.81332237,Update translations,"In cases where users are using a cloud Appium provider, newCommandTimeout cannot be set to infinity (90s is the max) Workaround for this is to call driver.sessionCapabilities every 30 seconds to keep it alive If no new command has been called in the last 5 minutes though, pop up a modal asking the user if they want to keep their session running When that modal comes up, they have one minute to keep the session running Also did some clean-up, made it so killing a session happens in one place",1
630,refactor: Do not hardcode screenshotInteractionMode (#822),0.54321826,feat: Intelligently resize screenshot and source tree widths #974,"Revert ""Code generation fixes (#505)"" This reverts commit 847be1c1f44e019d74eafca4c33b64a33b73b250. Revert ""Remove unneeded form fields (#487)"" This reverts commit 4a804d07198c97716ac795324219d9ee8e701aee. Revert ""Use Yarn (#492)"" This reverts commit 4f0e62458dbba8959f8f0e469a26105b6c9c491d.",0
631,Merge pull request #817 from mykola-mokhnach/nsis,0.46416408,updateSettings action call was not being properly parsed #911,,0
632,Use SSL on T.O. to avoid SSL errors,0.62591517,Feature: Allow unauthorized SSL and set custom proxy (#469),,0
633,Change npm install to npm ci (#688),0.4021198,Windows 32 bit installer,,0
634,feat: Update to Appium v1.17.1 #1379,0.9703958,feat: Update to Appium 1.18.2,,1
635,1.8.0,0.5295116,Appium 1.18.0 beta.1,,0
636,"action param check should be nullish, not null-exact",0.35328817,updateSettings action call was not being properly parsed #911,,0
637,test: port tests to new structure,0.4702094,Fix: Default custom server port to 4723 which is the value in placeholder (#670) ,Get rid of the auto-updater known issue Add the Windows long-path issue,0
638,Prepare for 1.14.0,0.49766695,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,The root element's size doesn't always reflect the screen size and this will cause coordinates and Highlighter Rectangles to mismatch what's on screen.,0
639,Chinese Crowdin translations (#923),0.723855,🇨🇳 Chinese localization #923,,1
640,feat: Add Russian translations (#843),0.88839823,Russian translations (#843) (10d6c84),Allow unauthorized certs Add 'proxy' to configureHttp in appium.js Make rejectUnauthroized and proxy advanced form fields hidden in a collapsible view underneath the server settings,1
641,Can execute actions,0.49032307,Add actions that can be executed from Appium Desktop (7245fb6),"The _.toPairs return an array of object keyed-value pairs,the variableName delete operation should be delete elCache[1].variableName;. But I think,appropriate object's property values iteration should be for (const elCache of Object.values(this.elementCache)).",0
642,Set environment variables in Redux,0.45923027,Fix: shell environment was not loaded so drivers dependent on shell path or environment variables could not function (#45),,0
643,fix: Do not show result for 'getLocation' and 'getSize',0.5570444,fix: Fixed regression that was causing file selector in capabilities to not work (#831),,0
644,Add VSCode debugging to dev (#540),0.495405,Fix: 'wd' recording code errors (#363),,0
645,Add stubs to actions/ and components/,0.45196873,Add actions that can be executed from Appium Desktop (7245fb6),,0
646,Fix Python recording error (#422),0.99632215,Fix: Python recording error (#422),also call the inspector session just a session now since it might also be a playback session,1
647,Merge pull request #30 from appium/dan-packaging-fixes,0.5829035,Bundles Appium v1.15.1,(and fix conflict in menus),0
648,add boilerplate to get empty react/redux app launching,0.51197314,"Appium GUI application written in Electron, React and Redux",,0
649,Update husky to the latest version 🚀 (#951),0.4685531,Pcloudy (#830) (de0a295),,0
650,Ditch BOOLEAN type. Let users input string.,0.4268923,Can call tap and sendKeys on elements,"Fix bad privateheaders test Added test for PrivateHeaders check (current test doesn't work if both WebDriverAgent folders have missing PrivateHeaders) Make electron-builder version platform dependent Latest electron-builder versions have problems with building (PrivateHeaders problem from link) Using older electron-builder versions, however, cause problems for Windows Make it so platform uses latest electron-builder by default, but reverts to electron-builder@13 for Mac (13 is the last known working version)",0
651,revamp UI of inspector window,0.67060506,Inspector for Web(view) improvements: ,,0
652,Add 't' to stub,0.36878437,[note],,0
653,Notify session window when new session ready,0.79598486,"Feature: add ""Attach to Session"" tab on New Session window that allows attaching to an already-running session",,1
654,Fix small typo in README.md (#548),0.45229298,Fix: Resolve python recorder errors (#323),,0
655,launch appium in memory rather than as subproc; redo console and log styles and colors; add --color flag which is necessary,0.5533651,"Appium GUI application written in Electron, React and Redux",,0
656,Prepare for 1.1.0-beta.3 (#225),0.6811457,This beta includes:,,0
657,Allow unauthorized SSL and Proxy (#469),0.9507004,Feature: Allow unauthorized SSL and set custom proxy (#469),,1
658,Add Android keys events,0.66207325,Can call tap and sendKeys on elements,,0
659,Prepare for 1.3.1,0.5070759,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,,0
660,Move directories to build object in package.json,0.42891955,Feature: Can edit raw desired capabilities JSON string (#267),,0
661,feat: add translation for lambdatest (#2006),0.63921785,Update translations,,0
662,Added file component,0.54643774,"Add 'copy attributes to clipboard"" feature #952",,0
663,Attach xpath to all elements,0.6352242,Fix: Optimize xpath on selected element (#179),"Use request to check if updates available Native autoUpdater downloads updates automatically We want to be able to check if updates are available first So, make a call to /update endpoint directly and pass in the version to check if there's an update available Redo autoupdater Use the native electron dialogs instead of using a custom React workflow Right now it automatically downloads it Next step will be to check for availability first before proceeding to download Show message if no updates available",0
664,better styling for preset list,0.47401235,Feature: Add a simple element finding recommendation to the element detail,"Add check-engine to package-ci script Require NPM 3 -> 4 and Node 6 -> 7 This is to prevent problems we had when using newer versions of NPM/Node Since this isn't a package that is published to NPM and is not ever imported as a dependency, having strict constraints isn't a big problem Fix e2e because it uses nested node_modules when using shrinkwrap",0
665,Update translations (#1011),0.906803,Update translations,,1
666,Label tags by their xpath,0.49499285,Fix: Optimize xpath on selected element (#179),,0
667,Fix: Don't show assign statement for elements in an array,0.5002331,Fix: Debounce calls to selectElement (#325),,0
668,docs: fix a broken link in readme (#1193),0.587867,fix: get filePaths #1521,,0
669,feat: bump appium version to 1.18.2 (#1579),0.94470215,feat: Bump Appium version to 1.18.3,,1
670,docs: add how to connect to local appium server section (#1081),0.6486127,Runs an  Appium Server with user-specified settings,"Looks like when using electron-builder with Node 9 and building assets to the release/ folder, PrivateHeaders does not get transferred Added a test that verifies the PrivateHeaders folder is there so that this does not occur in the future Also, edited the scripts in package.json so that all of the tests are run, node modules are deleted and installed and removed a redundancy",0
671,Adding tasks to Publish test results to AzurePipelines (#733),0.47355038,Provide more helpful error and success messages (0fe3551),,0
672,Fix env issues in dev,0.48567733,Fix: Pegged ANTD version to prevent errors (#198) ,,0
673,chore: ensure react-dom is compatible with react version,0.5434431,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,,0
674,Use enumerator for server types,0.5034963,Feature: Add Headspin cloud to list of remote server types,,0
675,chore(deps): bump antd from 4.0.4 to 4.16.1,0.5882957,feat: Bump Appium version to 1.18.3,,0
676,add issue template for github (#137),0.5235307,Fix: Added padding to bottom of source tree (#247),,0
677,Use 'click' instead of 'tap',0.6013522,Feature: Add interactive swipe and tap (#260),,0
678,chore(deps): bump react-i18next from 11.16.2 to 11.18.3 (#2086),0.5940026,Bump Appium version to 1.21.0,,0
679,chore: Upgrade to mocha 6 (#826),0.5505712,Bump up Appium to v1.15.0,,0
680,Add config pages,0.5216217,Add SauceLabs data centers option #966,,0
681,feat: Add OxygenHQ framework support in Inspector Recorder. (#1083),0.5152122,Feature: Link to desired capabilities documentation (#188),,0
682,Wired up swipe action,0.7183936,Feature: Add interactive swipe and tap (#260),,1
683,Update react-i18next to the latest version 🚀 (#1152),0.5157677,Appium 1.18.0 beta.1,,0
684,Update Mocha and Chai to latest versions (#754),0.51693475,feat: Update to Appium 1.18.2,,0
685,update README with support notice,0.61126035,"Fix: when an update is found, pulls release notes from GitHub API and displays them in the update window textarea ",,0
686,Add badges and environment variables,0.45333308,Feature: Add relaxed security flag (#607),,0
687,Update fix-path to the latest version 🚀 (#1244),0.5852473,Fix: Upgraded to Appium 1.7.1 (previously was 1.7.0),,0
688,chore: bump appium version (#1912),0.8243424,feat: Bump Appium version to 1.18.3,,1
689,chore(deps): bump plist from 3.0.4 to 3.0.5 (#1992),0.63810414,feat: Bump Appium version to 1.18.3,add headspin server tab,0
690,Merge pull request #618 from bitbar/2018-09-readme-update-providers,0.60147786,Feature: Add Bitbar to cloud providers (#603),,0
691,Merge pull request #10 from appium/inspector-dan,0.5049277,Bundles Appium v1.15.1,,0
692,chore(deps-dev): bump husky from 5.2.0 to 7.0.4 (#1928),0.5965237,feat: Bump Appium version to 1.18.3,fix up custom server tab,0
693,"chore: revert CSC key removal, should be working now",0.48792404,Revert Sentry changes that were causing desired capabilities to not be saved (#904) (8e9adb6),,0
694,Update style-loader to the latest version 🚀 (#662),0.58134717,Fix: improved markup and CSS in update window (#74),,0
695,Fix broken CI script,0.49009573,Fix: Remove unneeded ipc binding (#612),,0
696,fix: update safer-eval (#1143),0.5207906,updateSettings action call was not being properly parsed #911,,0
697,Focus on updater window immediately,0.5498159,Feature: Updater dialog shows Linux users a link to releases page because Linux doesn't support autoupdates,Fix typo for touch action,0
698,docs: tweak the guide for inspector,0.6848701,"Since this version, please use link as an inspector.",,0
699,Debounce calls to selectElement (#325),0.9525957,Fix: Debounce calls to selectElement (#325),,1
700,Fix: Show unknown platform if no platform found (#295),0.89148,"Fix: In Java boilerplate, show unknown platform if no platform found (#295)",,1
701,Merge pull request #118 from appium/dpgraham-filepath-fix,0.5968979,fix: get filePaths #1521,,0
702,chore: electron 9 (#2012),0.5848659,Revert Electron back to 1.7.11,,0
703,Fix indentation in snapcraft.yaml,0.4347601,Fix: Draggable app area and window controls issues in Windows and Linux (#229),,0
704,Handles update download errors,0.5881976,"Fix: When opening up the app after an old version had been installed, any click would cause an error due to inability to read settings files correctly",,0
705,chore(deps-dev): bump asyncbox from 2.8.0 to 2.9.2 (#1997),0.5110162,Bump embedded Appium version to 1.20.0-beta.0 diff,Update Appium to 1.7.2 Prepare for 1.2.8,0
706,chore: Update translations (#2070),0.8230307,Update translations,,1
707,chore: update translation files (#1235),0.81345665,Update translations,,1
708,browserstack server tab,0.54676926,"Feature: Add HTTPS option, and TO data center options (#262)",,0
709,Made tab state part of redux,0.42302847,"Feature: add ""Attach to Session"" tab on New Session window that allows attaching to an already-running session",Notification was kind of vague Replaced it with alert on the right panel that tells the user when they can't do the basic interactions with an element,0
710,Fix 'getCapsObject' problem (#517),0.5508729,Fix: Reload source when selected element is stale (#324),When user selects an element in the 'Search Elements' modal it highlights it on the screenshot.,0
711,Different color for el if hovered AND selected,0.28353906,Feature:  Default to use env variables for SauceLabs and TestObject if credentials not provided through UI (#177),,0
712,Add 'network' endpoints,0.47362727,"Feature: Add HTTPS option, and TO data center options (#262)","Don't refresh page if we couldn't find element, instead just try the next locator strategy If nothing is found, show a notification recommending refreshing instead of just refreshing The previous refreshing feature was a mistake, because if the element can never be found it will ALWAYS refresh",0
713,fix: keep compatibility in _getContextsSourceAndScreenshot for platforms which have no context commands (#1462),0.5259204,Feature: Can run SauceConnect from user interface (#280),"Check Electron is in application folder Had to upgrade to 1.8.1 and make adjustments to the scripts because babel-register isn't in .bin any more Added 'WrongFolder' component that is shown if user is not in applications folder on Mac that shows a 'Move to' button that moves the application programatically When user clicks 'Move to' button, send message to main thread which calls app.moveToApplicationsFolder Skip the wrong folder warning if it's an E2E test or if it's in dev Not applicable to non-Mac",0
714,create a shared settings object so we don't clobber it in different files (fix #57),0.48684248,Fix: some persistent settings keys were not given defaults and caused issues e.g. saving presets (#52),,0
715,Merge pull request #25 from appium/dan-no-timeout,0.4955232,"Feature: When update complete, updater dialog asks user to close Appium instead of restarting it",Moved element finding logic into a debounced function so that if an element is selected shortly after another one we don't do repeated calls to findElement,0
716,Merge pull request #26 from jlipps/master,0.46662518,fix: get filePaths #1521,,0
717,Fix missing module webpack problem (#657),0.5959028,This build is no longer available due to a major bug,,0
718,Shows 'session in progress' when session running,0.79105103,Feature: Show a list of currently running sessions when attaching sessions (#196),,1
719,chore: Update Dependabot config file (#1547),0.5734552,Fix: Pegged ANTD version to prevent errors (#198) ,Upgrade to Appium 1.7.1,0
720,chore(deps): bump uuid from 7.0.3 to 8.2.0 (#1444),0.6339421,feat: Bump Appium version to 1.18.3,,0
721,add ability to show boilerplate,0.5225093,Feat: add UA in the header like appium-inspector/version,Fix issue 312 Fix move_to in codeFor_swipe,0
722,add basic recorder functionality that handles a few wd.js commands,0.6437727,Fix: Recorder css and add docs for recorder,,0
723,chore: Update translations (#2016),0.77110004,Update translations,,1
724,Further revisions to inspector (#11),0.684937,"Since this version, please use link as an inspector.",Feature: Update Appium to 1.7.0,0
725,update eslint and code until lint passes,0.40955472,bump the embedded appium version to 1.22.3,,0
726,chore: remove an translation action,0.61225903,Translations,,0
727,Save capabilities when click outside component (#1039),0.50974566,Fix: Debounce calls to selectElement (#325),,0
728,fix: shows newer version available dialog only when the local version is lower than it (#1137),0.5926704,"Fix: when an update is found, pulls release notes from GitHub API and displays them in the update window textarea ",,0
729,Can save sessions,0.68739486,"Feature: add ""Attach to Session"" tab on New Session window that allows attaching to an already-running session",Fix error reporting for source error,0
730,Add 'execute mobile' methods,0.56460416,Creates new Appium sessions with user-provided desiredCapabilities,,0
731,feat: add webview inspector (#1443),0.8026303,Inspector for Web(view) improvements: ,,1
732,Update translations (#967),0.8713981,Update translations,add sauce connect proxy option to sauce server config,1
733,Merge pull request #77 from appium/dan-travis-timeout-increase,0.5294633,Feature: Upgrade Appium to 1.10 (#753),,0
734,Don't show alerts when e2e test,0.47387695,"Feature: When update fails to work automatically, show a link to the releases page",- get them all on one line - use icons and tooltips so as not to take up too much space,0
735,Set newCommandTimeout to 0 by default,0.58319414,Bump up no new command limit to 24 hours #902,,0
736,feat: add it (#2117),0.51767576,[note],,0
737,"fix: parse ""mobile: ..."" JSON",0.53845406,Feature: Can edit raw desired capabilities JSON string (#267),,0
738,show count of saved tests and results,0.4206302,Revert Sentry changes that were causing desired capabilities to not be saved (#904) (8e9adb6),,0
739,Prepare for v1.3.0,0.6005206,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,"Added another mode in the JSON representation that allows user to input JSON string Shows a textarea with buttons to cancel or save Shows errors if the JSON is invalid When start editing JSON, transform the caps array to JSON When saving the JSON, transform it back to caps array Disable caps editor when editing raw JSON",0
740,feat: add locator timings (#1448),0.63779306,Get Timings button in element section to confirm their performance #1448,,0
741,chore: Update translations (#2082),0.81697404,Update translations,v1.1.0 didn't have the scrollable element fix,1
742,handle browser case by switching to NATIVE_APP pre-emptively,0.48990524,Automatically download the correct version of ChromeDriver when using a Web or Hybrid app for Android,,0
743,Pull request fixes,0.5701991,Fix: request to remote server not sent in case of fresh installation link,"Limit log rendering to 1000 Only render the last 1000 logs; any more and the performance suffers Write logs to file that can be opened by user Main thread writes all logs to file Main thread sends the filepath of the logs to the browser window Added 'GetRawLogsButton' to server monitor component When button is clicked, opens the file externally Delete logfile when browser closed If logfile not present, show an alert to indicate that logs can't be accessed",0
744,fix: Got back wd to 1.11.2 to fix https error (#1237),0.5943607,Fix: Use forked version of WD to resolve W3C attach problem (see here),Add https option to custom server Added TestObject option to choose between US and EU Make US default data center Made CSS updates so that we can do addon text for select (not supported by ANTD),0
745,Translations for notifications,0.68531704,Update translations,Can swipe and tap on screenshot,0
746,Remove swipeDuration,0.4786533,Feature: Add interactive swipe and tap (#260),,0
747,"display timestamps if logTimestamps is set, since we get logs from Appium before it has a chance to",0.77543235,"Fix: With logTimestamps set to true, server console timestamps would all update anytime a new one came in",,1
748,Use triager bot to automate Crowdin sync (#890),0.4887101,Feature: add logging to autoUpdater (#74),,0
749,Prepare v1.4.1 (#445),0.4888997,Feature: Link to desired capabilities documentation (#188),"Fix swipeSVG In shared.js, fix promise not being rejected with Error In Appium.js send a string back instead of an error object (this fixes the problem of undescriptive error messages Fix conditional problem in appium-method-handler",0
750,add some screenshots to readme,0.47465837,Has an inspector window that allows the user to look at a screenshot and source of a running session,,0
751,chore(deps-dev): bump cross-env from 7.0.0 to 7.0.2 (#1353),0.52536917,Bump embedded Appium version to 1.20.0-beta.0 diff,,0
752,chore: Update concurrently to the latest version 🚀 (#1117),0.52971524,feat: Update to Appium 1.18.2,"Not using duration anymore, just doing a simple drag event",0
753,Update dependencies to enable Greenkeeper 🌴 (#816),0.5146636,Fix: Replace electron-builder autoupdater with Zeit Hazel server plus native updater (#435),,0
754,record session interactions,0.6625908,Feature: Show a list of currently running sessions when attaching sessions (#196),"Added it to all the clients Also, adjusted mousemove events to round x/y coordinates to 2 decimals",0
755,Add recorders for key events,0.62502605,Fix: Recorder css and add docs for recorder,"Added swiping interactions (set swipe start, set swipe end, set swipe duration and show/hide swipe duration prompt) Clicking on the screenshot sets swipe start and swipe end Added callbabck that applies the swipe method (this will need to be refactored on the main thread) Uses SVG to show swipe start as a circle and swipe start + swipe end as a rounded line",0
756,Separate screenshot into separate file,0.569172,feat: Intelligently resize screenshot and source tree widths #974,,0
757,Refactored package.json and removed unused tag,0.5182876,Feature: Can edit raw desired capabilities JSON string (#267),"Track the x/y position of user mousing over screenshot When in tap mode, and mousedown is applied, call the 'tap' event Refactor main appium thread to handle TouchEvent case",0
758,Round coordinates to nearest integer,0.5288516,Fix: Use relative coordinates for interactive swiping feature,"Added screenshot interaction mode radio bar Can set mode to 'Select', 'Swipe', 'Tap' Can only select elements in 'Select' mode Other modes will be swipping and tapping",0
