Index,Message,Description
608,Re-enable package-lock (#533),Having the package-lock ensures consistency between local machines and continuous integration servers using npm ci
609,"Revert ""Record & Playback"" (#532)",
610,Merge pull request #466 from jlipps/playback,Record & Playback
611,Merge branch 'master' into playback,
612,Fixes for keepAlive (#526), Don't run loop for local sessions Change time limits
613,Don't show quit error if quit initiated by user (#527),
614,Prepare for 1.6.0 (#522),
615,Fix 'getCapsObject' problem (#517),
616,"ensure that caps shown for running and already-run test are those used, not those recorded",
617,make sure we bind appium client for playback,
618,some more merge fixes,
619,show count of saved tests and results,
620,send caps from a selected test automatically to caps editor,
621,leftover merge tasks,
622,Merge branch 'master' into playback,
623,Use Appium 1.8,
624,Prepare for v1.6.0,
625,Rename capType from json_object to object prevent exception (#513),
626,Merge pull request #510 from browserstack/browserstack_server_tab,Add BrowserStack server tab
627,Change minWidth of inspector window to 1080,
628,Upgrade electron 1.7.11 ~> 1.7.13 (#511),
629,Add internal session keep-alive (#509)," In cases where users are using a cloud Appium provider, newCommandTimeout cannot be set to infinity (90s is the max) Workaround for this is to call driver.sessionCapabilities every 30 seconds to keep it alive If no new command has been called in the last 5 minutes though, pop up a modal asking the user if they want to keep their session running When that modal comes up, they have one minute to keep the session running Also did some clean-up, made it so killing a session happens in one place"
630,Revert 492 dpgraham yarn installation (#506) (#507)," Revert ""Code generation fixes (#505)""  This reverts commit 847be1c1f44e019d74eafca4c33b64a33b73b250.  Revert ""Remove unneeded form fields (#487)""  This reverts commit 4a804d07198c97716ac795324219d9ee8e701aee.  Revert ""Use Yarn (#492)""  This reverts commit 4f0e62458dbba8959f8f0e469a26105b6c9c491d."
631,set window minWidth to 1080 so browserstack tab is visible,
632,browserstack server tab,
633,Code generation fixes (#505),
634,"if we couldn't find an element during playback, that's an error",
635,Remove unneeded form fields (#487),
636,Use Yarn (#492),
637,Update known-issues (#484), Get rid of the auto-updater known issue Add the Windows long-path issue
638,Get Screen Size using WindowSize rather than coordinates of root element (#489),The root element's size doesn't always reflect the screen size and this will cause coordinates and Highlighter Rectangles to mismatch what's on screen.
639,Prepare for v1.5.0,
640,Allow unauthorized SSL and Proxy (#469), Allow unauthorized certs Add 'proxy' to configureHttp in appium.js Make rejectUnauthroized and proxy advanced form fields hidden in a collapsible view underneath the server settings
641,Clear the variable names failed (#475),"The _.toPairs return an array of object keyed-value pairs,the variableName delete operation should be delete elCache[1].variableName;. But I think,appropriate object's property values iteration should be for (const elCache of Object.values(this.elementCache))."
642,should just json stringify selector,
643,also show info for sendkeys,
644,show coordinate info for tap in testrun,
645,"action param check should be nullish, not null-exact",
646,remove option to open a playback window,also call the inspector session just a session now since it might also be a playback session
647,Merge branch 'master' into playback,(and fix conflict in menus)
648,init screenshot as null,
649,Windows fixes (#453),
650,Mac fixes (#452),"  Fix bad privateheaders test   Added test for PrivateHeaders check (current test doesn't work if both WebDriverAgent folders have missing PrivateHeaders)   Make electron-builder version platform dependent   Latest electron-builder versions have problems with building (PrivateHeaders problem from https://github.com/appium/appium-desktop/search?q=PrivateHeaders&type=Issues&utf8=%E2%9C%93)  Using older electron-builder versions, however, cause problems for Windows Make it so platform uses latest electron-builder by default, but reverts to electron-builder@13 for Mac (13 is the last known working version)"
651,fix bug with updating action status,
652,finish porting playback features: test results and styling,
653,get test running working along with sending caps to caps editor,
654,fix up css for scrolling content inside tabs/cards,
655,"start to move playback stuff back into session, and re-do saved tests table",
656,mock out a unified ui using cards,
657,Fix platform checker and remove MacOS from Travis (#448),
658,Fix broken integration test,
659,Fix autoupdater on dev (#446),
660,Prepare v1.4.1 (#445),
661,Fix windows autoupdater (#444),
662,1.3.10,
663,Autoupdate overhaul (#435),"  Use request to check if updates available   Native autoUpdater downloads updates automatically  We want to be able to check if updates are available first  So, make a call to /update endpoint directly and pass in the version to check if there's an update available   Redo autoupdater   Use the native electron dialogs instead of using a custom React workflow  Right now it automatically downloads it  Next step will be to check for availability first before proceeding to download   Show message if no updates available "
664,Check NPM and Node versions before packaging (#432)," Add check-engine to package-ci script Require NPM 3 -> 4 and Node 6 -> 7 This is to prevent problems we had when using newer versions of NPM/Node Since this isn't a package that is published to NPM and is not ever imported as a dependency, having strict constraints isn't a big problem Fix e2e because it uses nested node_modules when using shrinkwrap"
665,Fix broken CI script,
666,Prepare for v1.4.0 (#430),
667,Fix binding issue (#424),
668,Keyboard shortcut to clear terminal logs (#419),
669,Fix Python recording error (#422),
670,Make test for no PrivateHeaders problem (#418)," Looks like when using electron-builder with Node 9 and building assets to the release/ folder, PrivateHeaders does not get transferred Added a test that verifies the PrivateHeaders folder is there so that this does not occur in the future Also, edited the scripts in package.json so that all of the tests are run, node modules are deleted and installed and removed a redundancy"
671,move screenshot delay into screenshot conditional,
672,show appPackage for android tests,
673,track session id so we can show a link to cloud provider test page,
674,ensure each window knows about saved test updates,
675,"round out rest of command support, multiple element support, etc...",
676,refactor TestRun,
677,show some test metadata too,
678,"show errors nicely during playback, and start saving test results",
679,add elapsed time for steps and test,
680,get playback working with nice results modal,
681,WIP: rudimentary playback with a bit of status feedback,
682,add ability to show caps for a test,
683,"add saved tests modal and list+delete, playback still to come",
684,work on save tests modal,
685,design basic PlaybackLibrary component with an empty set of tests and results,
686,add server type tabs to playback library window,
687,get playback library actions and reducers and component stubbed out,
688,"add ability to launch a playback window, and hook it up to server monitor. empty window for now",
689,Merge pull request #410 from jlipps/headspin-server,add headspin server tab
690,add headspin cloud to list of remote server types,
691,refactor session code so that the server tabs are components,
692,Merge pull request #409 from jlipps/custom-server,fix up custom server tab
693,get correct url with scheme and path showing up in exporter boilerplate,
694,add server path option to custom remote server,
695,1.3.2,
696,Revert Electron to 1.7.11,
697,Merge pull request #395 from janosvitok/fix-ruby-renderer-typo,Fix typo for touch action
698,Fix typo for touch action,
699,Stop making package-lock.json file,
700,Prepare for 1.3.1,
701,Prepare for v1.3.0,
702,Fix e2e test problem,
703,Add jQuery dev dependency (#376),
704,Update electron-updater,
705,Dpgraham appium 1.7.2 (#374),  Update Appium to 1.7.2   Prepare for 1.2.8 
706,Fix 'wd' recorded code errors (#363),
707,Add linux category (#364),
708,Prepare for v1.2.7,
709,Remove element not found notification (#350), Notification was kind of vague Replaced it with alert on the right panel that tells the user when they can't do the basic interactions with an element
710,Highlight elements that user searched for (#344),When user selects an element in the 'Search Elements' modal it highlights it on the screenshot.
711,Prepare for v1.2.6,
712,Use multiple selector strategies if first one doesn't work (#330)," Don't refresh page if we couldn't find element, instead just try the next locator strategy If nothing is found, show a notification recommending refreshing instead of just refreshing The previous refreshing feature was a mistake, because if the element can never be found it will ALWAYS refresh"
713,Don't allow to be run from outside Applications folder (#326)," Check Electron is in application folder Had to upgrade to 1.8.1 and make adjustments to the scripts because babel-register isn't in .bin any more Added 'WrongFolder' component that is shown if user is not in applications folder on Mac that shows a 'Move to' button that moves the application programatically When user clicks 'Move to' button, send message to main thread which calls app.moveToApplicationsFolder Skip the wrong folder warning if it's an E2E test or if it's in dev Not applicable to non-Mac"
714,Prepare for v1.2.5,
715,Debounce calls to selectElement (#325), Moved element finding logic into a debounced function so that if an element is selected shortly after another one we don't do repeated calls to findElement
716,Reload source when selected element is stale (#324),
717,Resolve python recorder errors (#323),
718,Prepare for v1.2.4,
719,Merge pull request #316 from appium/dpgraham-upgrade-appium-version,Upgrade to Appium 1.7.1
720,Upgrade to Appium 1.7.1,
721,Fix issue 312 (#313),  Fix issue 312   Fix move_to in codeFor_swipe 
722,Prepare for v1.2.3; Update appium to v1.7.1,
723,Fix: SVG was obscured due to CSS (#300),
724,Merge pull request #297 from appium/dpgraham-appium-1.7.0,Feature: Update Appium to 1.7.0
725,Feature: Update Appium to 1.7.0,
726,Fix: Show unknown platform if no platform found (#295),
727,Fix changelog typo,
728,Preparing for v1.2.0,
729,Merge pull request #285 from appium/isaac-source-error,Fix error reporting for source error
730,Fix error reporting for source error,
731,Preparing for v1.2.0-beta.3,
732,Merge pull request #280 from jlipps/master,add sauce connect proxy option to sauce server config
733,add sauce config option to use sauce connect's selenium relay,
734,clean up server monitor buttons,- get them all on one line - use icons and tooltips so as not to take up too much space
735,Prepare for v1.2.0-beta.2,
736,change style of action mode toolbar,
737,update package-lock with auto-upgraded packages,
738,Add tooltips to caps buttons (#268),
739,Feature: Edit the desired capabilities JSON string (#267)," Added another mode in the JSON representation that allows user to input JSON string Shows a textarea with buttons to cancel or save Shows errors if the JSON is invalid When start editing JSON, transform the caps array to JSON When saving the JSON, transform it back to caps array Disable caps editor when editing raw JSON"
740,Prepare for v1.2.0-beta.1 (#265),
741,Preparing for v1.1.1, v1.1.0 didn't have the scrollable element fix
742,Prepare for v1.1.0,
743,Limit logs and write logs to file that can be opened by user (#263)," Limit log rendering to 1000 Only render the last 1000 logs; any more and the performance suffers Write logs to file that can be opened by user Main thread writes all logs to file Main thread sends the filepath of the logs to the browser window Added 'GetRawLogsButton' to server monitor component When button is clicked, opens the file externally Delete logfile when browser closed If logfile not present, show an alert to indicate that logs can't be accessed"
744,"Add HTTPS option, and TO data center options (#262)", Add https option to custom server Added TestObject option to choose between US and EU Make US default data center Made CSS updates so that we can do addon text for select (not supported by ANTD)
745,Merge pull request #260 from appium/dpgraham-screenshot-interactions,Can swipe and tap on screenshot
746,PR fixes,
747,PR fixes,
748,Round coordinates to nearest integer,
749,Fix component error handler," Fix swipeSVG In shared.js, fix promise not being rejected with Error In Appium.js send a string back instead of an error object (this fixes the problem of undescriptive error messages Fix conditional problem in appium-method-handler"
750,Added codeFor_swipe,
751,CSS fixes,
752,Remove swipeDuration," Not using duration anymore, just doing a simple drag event"
753,Wired up swipe action,
754,Add recorder code for tap," Added it to all the clients Also, adjusted mousemove events to round x/y coordinates to 2 decimals"
755,Add interactive swiping," Added swiping interactions (set swipe start, set swipe end, set swipe duration and show/hide swipe duration prompt) Clicking on the screenshot sets swipe start and swipe end Added callbabck that applies the swipe method (this will need to be refactored on the main thread) Uses SVG to show swipe start as a circle and swipe start + swipe end as a rounded line"
756,Show the x and y coordinates on mouseover,
757,Implement 'tap' functionality on inspector," Track the x/y position of user mousing over screenshot When in tap mode, and mousedown is applied, call the 'tap' event Refactor main appium thread to handle TouchEvent case"
758,"Added 'select', 'swipe' and 'tap' modes"," Added screenshot interaction mode radio bar Can set mode to 'Select', 'Swipe', 'Tap' Can only select elements in 'Select' mode Other modes will be swipping and tapping"
759,Fix broken tests (#252),
760,fix scrolling in selected element card (fix #236),
761,Merge pull request #249 from appium/dpgraham-refactor-main-appium,Refactor recorder and main appium thread
762,PR fixes,
763,PR fixes,
764,Fix merge conflicts,
765,Merge branch 'master' into dpgraham-refactor-main-appium,
766,Split LocatorTestModal into three components,
767,Wired up interactions in locator modal,* Can tap selected element * Added clear and sendKeys * Stub in codeFor_clickElement * Added 'clear' button * Stubbed in 'sendKeys' button * Moved CSS into separate file
768,Added locator modal,"* Added search button to Inspector component * Updated reducer to show and hide modal * Added the modal to the Source component and make it visible when click search button * Stubbed the actual modal * Can input strategy and selector * Added form to input strategy and selector * Shows loading indicator when click search * When search complete, hides the modal * Can search for elements and shows results * Shows located elements in the modal as a multi-select list * Searches for elements that match the user-provided criteria"
769,Removed todo,
770,Rename extendedDrivers to appiumHandlers,
771,Added the rest of the search selector strategies, Also added error handler for element search
772,Added varIndex as parameters in 'codeFor_*', varName plus varIndex is used to determine the variable In java it's varName.get(varIndex) (e.g.: els1.get(0)) For the rest it's varName[varIndex) (e.g.: els1[0]) Fixed bug in restart; wasn't correctly clearing element cache
773,Fix: Don't show assign statement for elements in an array,
774,Don't give elements variable names until a method is called on it, Don't clear the elCache anymore. Keep the elCache Don't need to unselect elements anymore Fix bug. Don't do 'findAndAssign' for elements inside arrays
775,Don't use a locator if it's not unique," Added method to test uniqueness of an attrName + value in an XML doc Use that method to test if something is NOT unique. If it is not unique, do not add it to the locators"
776,Fix potential bug of setting selectedElementID on wrong element," Store the path of the selectedElement Added a check when setting the selected element ID that the selectedElement didn't change by the time it got to that point Unselecting elements gets rid of path, id, variableName, variableType"
777,"When clearing recording, restart element cache on main thread"," Clear the variable name cache when clearRecording is called Rename appium-driver-extender to appium-method-handler When clearRecording is called, clear the element cacher on appium-method-handler and restart the counter Unselect element on clearRecording so that there's no stale element ID"
778,Helper method to get locator strategies from element attributes," When calling selectElement, use optimal locator strategy Before it was using the XPath Now, it finds the optimal selector strategy (the last strategy found in getLocators method) and uses that  Updated findAndAssign for recorders so that it handles all of the strategies   Refactor selectedElement component to use the helper method when displaying the selectors "
779,Remember variables that already have an assign statement," If we already recorded a find statement for an element or array of elements, don't record it again Accomplish this by caching elements in Redux and then not recording a find if one is in the cache already"
780,Added the rest of the codeFor with varName,
781,"For methods, send back selector, strategy, index"," When Appium gets a result back, it records the action that finds the element followed by the action on the element"
782,Updated codeFor_findAndAssign so that it has an isArray parameter, If it's an array it displays different statement (e.g.: Java if isArray shows List<MobileElement>)
783,Refactor components to consume new format that data is given to window,
784,Wire up executeElementCommand," If elementId isn't there, disable tap and sendKeys Added more logging"
785,Added class that manages driver session, Added integration tests Added integration testing to the workflow
786,Fix: Added padding to bottom of source tree (#247)," When scroll buttons show, the bottom is unclickable Added padding so that we can scroll to it Fixed incorrectly placed ID's too"
787,Merge pull request #244 from jlipps/master,fix recorder css and add docs for recorder
788,fix recorder css and add docs for recorder,
789,Moved CSS into separate file,
790,Added clear and sendKeys, Stub in codeFor_clickElement Added 'clear' button Stubbed in 'sendKeys' button
791,Break search and search results into 2 parts,
792,Can tap selected element,
793,Can search for elements and shows results, Shows located elements in the modal as a multi-select list Searches for elements that match the user-provided criteria
794,Can input strategy and selector," Added form to input strategy and selector Shows loading indicator when click search When search complete, hides the modal"
795,Stubbed in locator testing modal, Added search button to Inspector component Updated reducer to show and hide modal Added the modal to the Source component and make it visible when click search button Stubbed the actual modal
796,Added inspector tests (#235)," Added inspector tests + more documentation Updated CONTRIBUTING to explain how to run tests Added 'package-e2e-test' script that needs to be run before running e2e tests Added id attributes to elements to make them easier to select Tests record, refresh, select & tap element Added page object model for inspector Added base page object Added inspector page object which extends base page and contains references to selectors and various interactions Refactor main-e2e-test to use page object model"
797,Refactor mocha tests to use es6 (#234)," Transpiles mocha e2e tests using babel Refactor tests in main-e2e.test.js to use async/await, const, etc... Stubbed in inspector-e2e.test.js"
798,Prepare for v1.1.0-beta.4 (#230),
799,attempt to fix draggable app area and window controls issues (#229),
800,Update CHANGELOG,
801,Prepare for 1.1.0-beta.3,
802,Prepare for 1.1.0-beta.3 (#225),
803,only resize inspector if it was previously too small (#226),
804,Merge pull request #224 from jlipps/recorder,add basic recording functionality
805,add ruby framework,
806,add python framework,
807,reorganize css and framework code into lib and style dirs,
808,make element actions into a button group for cleaner design,
809,"migrate to template strings for boilerplate, and add real java boilerplate",
810,"factor out logic from inspector into RecordedActions, and add code clipboard copy feature",
811,redesign inspector to have a toolbar at top for better readability,
812,save choice of action framework to persistent settings,
813,get real boilerplate showing for js clients,
814,use icon buttons and tooltips instead of visible text,
815,add ability to show boilerplate,
816,"implement 'back' codegen, and tighten up control button design",
817,add syntax highlighting for framework code,
818,"add language dropdown, webdriverio framework, and bit of framework refactoring",
819,add clear method to element action palette and codegen,
820,add simple java framework and make it default,
821,add basic recorder functionality that handles a few wd.js commands,
822,move global actions into their own card in preparation for adding recording actions,
823,add package-lock for npm 5+,
824,Catch source/screenshot exceptions and report error to UI (#223)," Added more try-catch blocks to appium.js thread so that if the source and screenshot fails it still continues but just reports the sourceError and screenshotError to the running browser window Added sourceError and screenshotError to the store If sourceError or screenshotError is present, show an error message in place of where source and screenshot go"
825,1.1.0-beta.2 (#220),
826,v1.1.0-beta.1,
827,update appium to 1.6.5 (#208),
828,Move refresh button inside ; add placeholder (#199),
829,fixes due to antd upgrade and peg antd version moving forward (#198),
830,Gets list of running sessions from Appium (#196),"  Main thread can get running sessions for a localhost   Added action and reducer to get running sessions   Trigger getRunningSessions on server change   When the server type changes or the host or port changes, get the running sessions   Wire up getSessions to attachSession Select component   Use combobox for select, debounce getRunningSessions   So that we're not hitting it every keystroke   Explain existing session better "
831,Increase e2e test timeout on AppVeyor (#194), Travis already has the e2e timeout set to 10 minutes Increase AppVeyor to 10 minutes too (AppVeyor was sometimes timing out and this was breaking build)
832,1.0.2-beta.1,
833,Fix for xpath parse exception (#191)," Added try-catch so that if XPath.select throws an exception within the for loop, it just continues the loop and skips past the attribute that it's testing Added another try-catch within the entire method so that if there is some other unexpeccted exception, it returns null and we don't show xpath on the selected elements pane (this case is unlikely given that XPath.select is the only method that we would expect to throw an exception) Added regression tests that reproduce the above exceptions and confirmed the fix"
834,1.0.1,
835,Add buttons that scroll source left and right (#183),"  Add buttons that scroll source left and right   Added component that has a left and right scroll button that takes a container as an argument  Clicking left makes the scrollLeft -= 20, click right makes the scrollLeft += 20 Doesn't show component if clientWidth > scrollWidth"
836,Add buttons that scroll source left and right (#183),"  Add buttons that scroll source left and right   Added component that has a left and right scroll button that takes a container as an argument  Clicking left makes the scrollLeft -= 20, click right makes the scrollLeft += 20  Doesn't show component if clientWidth > scrollWidth   Remove max-height on .ant-spin   For some reason antd has a max height on the ant-spin of 320 px which was causing the spinner to not be centered"
837,Use env variables for SauceLabs and TO (#177)," If no sauce username or key provided, use what's in env variables If no TestObject host provided or TestObject key use what's in env variables"
838,Optimize xpath (#179),"  Added unit tests to project   Added util that gets optimal xpath   Takes xpath string and unique attributes array and returns an xpath with an absolute finder for the unique attribute of the form ""//TAG-NAME[@ID-NAME='ID-VALUE'"" followed by relative xpaths of the form '/TAG-NAME[index]'  When receiving source from main thread, sets the XPath to the optimal xpath (before it was just setting it to a sequence of indices) If the docNode has an attribute that is supposed to be unique, but isn't actually, then append index to the end of it so it has the form like:(//tagName[@id=""foo"")[2]"
839,Link to desired capabilities documentation (#188),
840,Moved functions from inspector to shared (#178), Some functions in Inspector.js may need to be re-used so moved it to a shared actions file
841,Merge pull request #187 from appium/dpgraham-fix-spin-css,Remove max-height on .ant-spin
842,Remove max-height on .ant-spin,For some reason antd has a max height on the ant-spin of 320 px which was causing the spinner to not be centered
843,Typo fix,
844,use fix-path to ensure we get access to binaries on user's shell PATH (fix #168) (#172),
845,Update CONTRIBUTING.md (#165),
846,add issue template for github (#137),
847,Do not quit attached session when closing the inspector (#134),  do not quit attached session on window closed   no one-line if 
848,Merge branch 'master' of github.com:appium/appium-desktop,
849,ensure we're using official 1.6.4 and support appium for mac xml source,
850,Update NPM version of package.json,
851,Merge branch 'master' of github.com:appium/appium-desktop,
852,v1.0.0,
853,Use SSL on T.O. to avoid SSL errors,
854,Use SSL on T.O. to avoid SSL errors,
855,Merge pull request #122 from jlipps/master,add some troubleshooting info to docs
856,add some troubleshooting info to docs,
857,Merge pull request #118 from appium/dpgraham-filepath-fix,"getLocalFilePath returns arrays, get first value"
858,"getLocalFilePath returns arrays, get first value",...and use that as the filepath
859,Remove npdate,
860,update changelog and version for beta6,
861,Merge pull request #77 from appium/dan-travis-timeout-increase,Increase timeout of package-ci to 30 minutes
862,Update to apple timeserver,
863,Increase timeout of package-ci to 30 minutes,
864,Merge pull request #106 from jlipps/master,add extremely simple element finding recommendation heuristic
865,add extremely simple element finding recommendation heuristic,
866,Merge pull request #102 from jlipps/master,"ensure timestamps are properties of log lines, not the log window"
867,Merge pull request #101 from appium/dpgraham-saved-sessions,Set savedSessions to empty array when undefined is provided in reducer
868,Merge pull request #99 from appium/dpgraham-link-to-update,"When update download fails, provide a link instead"
869,"ensure timestamps are properties of log lines, not the log window (fix #97)",
870,Set savedSessions as empty array when undefined,
871,"When update download fails, provide a link instead",
872,v1.0.0-beta.5 changelog,
873,Merge pull request #91 from appium/dpgraham-auto-updater-fixes,squirrel.windows 'first run' fix; fixed wording in auto updater
874,Ask user to close Appium instead of restarting it, Change the button text from 'Click to Restart Appium' to 'Click to Close Appium Now' Added a message in italics saying that the update won't take effect until Appium is restarted and that they need to wait a few minutes for the installation to occur in the background
875,Show link for platforms not supporting auto update," If platform doesn't support auto update (ie: !win, !darwin) show a message on the bottom of the Updater page saying it's unsupported and provide a link to the latest releases URL Aside: fixed foundUpdate.js to not do anything when the link tag to open releases URL is clicked"
876,On first run on windows wait 20s before update, Squirrel.windows on it's first run needs time to be initialized Wait 20 seconds before calling 'checkForUpdates'
877,Windows updater fixes (#89)," Round download progress and use mb instead of b Round the 'percentage complete' number (no decimals, rounding to the nearest percent is adequate) Update mock-updater to use higher byte totals for more realistic download rates/totals Disable autoDownload Add 'About Appium' and 'Check for Updates' menu Add check for updates menu in Windows"
878,add note about not running the app from a dmg,
879,v1.0.0-beta.4 changelog and package.json,
880,Get release notes from GitHub API (#85), Get release notes from GitHub API Get version from package.json Call endpoint to get release notes for that version (https://api.github.com/repos/appium/appium-desktop/releases/tags/v${version}) from auto-updater.js Also added padding to textarea (it looked weird with no padding)
881,Merge pull request #79 from appium/dpgraham-markup-fixes,Fixed bad markup in Update component
882,Merge pull request #78 from appium/dpgraham-updater-component-height-fix,Use flex to align items in FoundUpdate component
883,Fixed bad markup in Update component, Was setting value on textArea without calling onChange; uses 'defaultValue' instead Removed nested 'p' tag; uses span instead
884,Use flex to align items in FoundUpdate component, Was using percentage previously and header was getting clipped Now it sets the container to column flex with  height 100% of viewport The header and footer don't have flex-grow set The body (which contains the 'release notes' textarea) has flex-grow=1 which causes it to take up all the remaining space The body is also given a 'flex' display type which causes it's children to take up all the space (height 100% on textarea doesn't work)
885,Don't wait for progress to show download indicator, 'downloadProgress' event sometimes takes time to emit so don't wait for it. Show the downloader at 0% downloaded immediately. Change mock updater to wait 2 seconds before emitting it's first download-progress event
886,Add logging to auto updater,
887,Merge pull request #68 from appium/dan-appveyor-yml,Add GH_TOKEN to appveyor.yml
888,Add GH_TOKEN to appVeyor.yml, Also builds yml artificat instead of json (latest.yml)
889,Merge pull request #75 from appium/dpgraham-patch-1,dan-known-issues
890,version and changelog for 1.0.0-beta.3,
891,dan-known-issues,
892,remove broken badge and add existing session attaching docs,
893,enable attaching to existing session (fix #64), If a session is attached to an existing session do not quit the session
894,move components into their own directories for better organization,
895,ensure connectHardwareKeyboard is on by default so keystrokes work in sims (fix #61),
896,Set GH_TOKEN and CSC_KEY_PASSWORD,
897,Added style.md doc,
898,Merge pull request #59 from appium/dan-minor-fixes,Fix broken link and remove unused variable
899,Fixed broken link to png, Link to png for updater is broken in production
900,Remove outdated electron-builder config,
901,bump changelog/package for beta2,
902,create a shared settings object so we don't clobber it in different files (fix #57),
903,"Change build owner to dpgraham, include latest.json",
904,fix changelog language,
905,update changelog and version for next beta rev,
906,set defaults for all settings in one place (fix #52),
907,use shell-env to ensure we get env vars when running the app (fix #45),
908,add docs paragraph about feature requests,
909,add usage instructions and migrate dev docs,
910,Pass noop if autoUpdater function events are undefined,
911,Merge pull request #44 from dpgraham/master,CI env variables
912,"Added CHANGELOG, CONDUCT and CONTRIBUTING docs", Also added link to latest release
913,If element not found instruct user to refresh page,
914,Small style changes from PR,
915,"Added CSC_LINK, CSC_KEY_PASSWORD and GH_TOKEN encrypted variables",
916,show sauce and testobject logos in new session window,
917,show version of appium server in startserver component,
918,1.0.1-0,
919,Keep progress bar when download complete,"Also, make the windows not resizable"
920,Added styling to update pages,
921,Force focus on window when download complete," If user changed focus to another window during an update, force focus back to the update window when download is done"
922,Check for updates when opening updaterWindow,
923,Handle error cases in auto updater,
924,Implemented downloading portion of update flow,
925,Refactor auto-updater to be a singleton," AutoUpdater manages it's state on the main process The renderer and the auto updater synchronize the state and then the renderer updates the state in redux They synchronize by either a) If the updater window is already open always send the most up-to-date state; b) When the updater window opens for the first time, request the state from the main process"
926,Handles case of no update," If no update found, show message saying app is up-to-date"
927,Can open menu to check for updates, Added menu option that checks for updates Added additional state to show when update hasn't been checked for yet Split Updater component into three to keep it more organized
928,Close window if user clicks 'Ask Me Later',
929,Focus on updater window immediately,
930,Close updater window when main window closes,
931,Handles update download errors, Added a mock for erroring and an ENV variable + build task that simulates failed downloads. Updated component to show error alert on download failure
932,Run quit and install when user clicks btn,When user clicks restart button calls 'autoUpdater.quitAndInstall'. Fixed some linting issues. Renamed reducers.
933,Added download progression,
934,Can request main process to download,Added button that dispatches an action that tells the main process to start downloading
935,Renders update info,"Updater window requests update info from main process, main process sends it back and then the state is updated to include that info"
936,Stubbed in autoUpdater window,"-Stubbed in component, container, action, reducer -Added a mock updater that fakes available updates in development for testing puurposes -Added a new task that fires the auto updater window"
937,Moved 'checkForUpdate' after event bindings,
938,Completed auto-updater lifecycle,Uses electron-log instead of console.log so we can see the logs in a log-file. Added update-downloaded and error events.
939,Set serverArgs in electron-settings," When appium server starts, set serverArgs When appium server stops, delete server args New session component sets local args to whatever is in electron settings"
940,add testobject server type and api key handling,
941,Merge pull request #39 from jlipps/master,enable launching of new session window even when server isn't running
942,Set serverArgs in electron-settings," When appium server starts, set serverArgs When appium server stops, delete server args New session component sets local args to whatever is in electron settings"
943,enable launching of new session window even when server isn't running,
944,Add badges and environment variables,
945,Added encrypted environment variables,
946,Add badges and release instructions to README.md,
947,"Add Travis, AppVeyor CI",
948,Added spectron e2e smoke test,Basic test that confirms that the app can open up and does very basic e2e. Needed for CI to do releases.
949,update icons,
950,fix package.json references,
951,Merge pull request #30 from appium/dan-packaging-fixes,Packaging fixes
952,Update links to images,
953,Fix outdated documentation,"-ant design, not photonkit -electron rebuild is no longer necessary -release/ not dist/"
954,Moved icons to build folder,In accordance with electron-builder configuration
955,Set process.argv[1] when undefined,"When running as a binary, argv[1] is undefined which breaks argparse. Setting it to an empty string resolves this problem."
956,Move directories to build object in package.json,
957,Switch to electron-builder,
958,"now that we have fields at fixed with, ensure they are always that width",
959,disable saved sessions tab if there are none,
960,"allow inspecting of session window even in prod, and fix session window path in prod",
961,visual and behavioral fixes for appium desktop on windows,
962,"move all app code into app dir, separate out by main and renderer",
963,remove sqlite3 from deps now that it is no longer needed,
964,Merge pull request #27 from jlipps/ui-review,revamp UI of new session creation window
965,handle some react warnings and misc visual spruce-up,
966,add button for quitting session and going back to new session window,
967,handle browser case by switching to NATIVE_APP pre-emptively,
968,get sauce sessions working by fixing json parsing of caps and error handling,
969,fix highlighter rects when screenshot image is not always at leftmost position in its container,
970,add icons and tweak colors for server monitor,
971,"fix advanced tab form item spacing, and add ios/android-specific options",
972,revamp UI of inspector window,
973,fix up dan PR things,
974,PR fixes,
975,revamp UI of new session creation window,
976,Merge pull request #26 from jlipps/master,"rewrite server start and monitor components with antd, remove react-photonkit"
977,"rewrite server start and monitor components with antd, remove react-photonkit library",
978,Merge pull request #25 from appium/dan-no-timeout,Set newCommandTimeout to 0 by default
979,Merge pull request #24 from appium/dan-three-panel-layout,Made layout 3 panes and made sendKeys a modal
980,Merge pull request #23 from appium/dan-source-fix,Set TreeNode children to null if no children
981,Set newCommandTimeout to 0 by default,
982,Made layout 3 panes and made sendKeys a modal,-Increased browser window width from 1200 to 1500 -Moved inspector into a third pane. -Changed sendKeys so that pushing the button opens a modal where you specify the keys
983,Set TreeNode children to null if no children,If an empty array is passed into a treenode it still shows the expander arrow
984,Merge pull request #22 from appium/dan-npm-fix,Fixed npm start errors
985,Fixed npm start errors,-Removed Uglifying of NodeJS code because it currently is incompatible with ESHarmony -Point Node NPM packages entry points to 'main' (webpack does 'browser' by default). Pointing packages to 'browser' caused the code to break because of Reference Errors (window is not defined) -Added 'babel-polyfill' to renderer webpack
986,Merge pull request #21 from appium/dan-npm-fix,Lock electron-rebuild to v1.4.x
987,Lock electron-rebuild to v1.4.x,electron-rebuild 1.5 was incorrectly writing the directories. Keeping it to version 1.4 until the issues have been worked out
988,Use 'click' instead of 'tap',
