Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
761,Split progress callbacks when an update has multiple backends (#1246),0.49350554,Updates View Improvements:,Currently translated at 100.0% (231 of 231 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
762,Fix only update buttons showing up in search results,0.60170734,Clicking the updates badge in the header navigates to the updates view,Currently translated at 100.0% (231 of 231 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
763,Fix AppStream.PoolFlags being renamed (#1794),0.57976127,AppListUpdateView: Rewrite with ListStore by @danirabbit in link,Currently translated at 100.0% (231 of 231 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
764,Remove homepage flag in favor of curated (#1686),0.5286682,Don't show plugins on the homepage,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
765,Use request body to send the data (#556),0.38616312,FlatpakBackend: Handle transaction success state correctly by @davidmhewitt in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
766,AppInfoView: Fix alignment of labels in header (#960),0.62267935,Fix long origin comboboxes breaking the header layout,,0
767,Allow narrower window sizes (#1753),0.89265865,Allow window to shrink to much narrower sizes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",1
768,PackageKitBackend: resolve addons in appstream pool (#1946),0.9056841,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",1
769,Translated using Weblate (简体中文(Chinese Simplified)),0.5833231,- Updated translations,Client: Automatically install Flatpak updates if cache is old Add setting to automatically install Flatpak updates MainWindow: Add menu with setting to toggle if Flatpak updates should be automatically installed Client: Fix automatic installtion of Flatpak packages Settings: Disable automatically-install-flatpak-updates by default Client: Only automatically install native Flatpak apps Update wording Co-authored-by: Cassidy James Blaede cassidy@elementary.io MainWindow: Use even margins Co-authored-by: Cassidy James Blaede cassidy@elementary.io MainWindow: Use LARGE_TOOLBAR CSS: Use 3px as rem CSS: Add comment about calculation UpdateManager: Filter automatically installed Flatpak apps UpdateManager: Don't count automatic updates MainWindow: Update cache and install updates when setting is turned on MainWindow: Cancel updates when setting is turned off Apply suggestions from code review Co-authored-by: Cassidy James Blaede cassidy@elementary.io Update io.elementary.appcenter.appdata.xml.in MainWindow: Update auto update description Client: Exclude should_pay apps Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
770,Backers: anon → Gaurav Satadeve,0.32626057,@vjr made their first contribution in link,,0
771,Fix HostsManager page crash (#773),0.5896584,Fix crashes,Make back button behaviour more consistant :bug: back button in category search redirects to category view rather than home not translatable Co-authored-by: Cassidy James Blaede cassidy@elementary.io not translatable #2 Co-authored-by: Cassidy James Blaede cassidy@elementary.io space Co-authored-by: Cassidy James Blaede cassidy@elementary.io Update io.elementary.appcenter.appdata.xml.in Co-authored-by: Brock brock@pop-os.localdomain Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
772,Enable markup so we show characters correctly (#165),0.40003622,StripeDialog: Add translator comment by @davidmhewitt in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
773,Don't parse the os-update version as it is showing the number of available updates (#620),0.60202074,Show Operating System Updates and Runtime Updates only if available by @meisenzahl in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
774,MainWindow: misc menu fixes (#1842),0.5282296,Fix some layout issues,,0
775,Translated using Weblate (Sami (Southern)),0.61922336,- Updated translations,,0
776,:insensitive → :disabled (#866),0.37969226,Fix crash activating category while checking for updates by @vjr in link,"Expose screenshot captions as tooltips Expose appstream screenshot captions as tooltips on Gtk.Image-s in the AppInfoView Ellipsize too long screenshot caption Limit screenshot captions to 500 characters, which is 5 times longer than the ""ideal"" length suggested in the spec Fix comment typo Apply suggestions from code review Use custom tooltip content to avoid manually ellipsizing the caption Co-authored-by: Cassidy James Blaede cassidy@elementary.io Revert ""Apply suggestions from code review"" This reverts commit a315a7d130b5030920347fb6b582f4dc299f547d. Limit caption tooltip to 200 characters Co-authored-by: Cassidy James Blaede cassidy@elementary.io",0
777,Don't show update button for updated apps,0.6651221,No longer prompt for approval to update non-curated apps,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
778,Handle Update all.,0.66392964,Manually check for new updates,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
779,build: bump appstream requirement (#1402),0.5610522,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
780,Merge trunk to r288,0.3570056,Fix truncated footer buttons,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
781,Better management of Updates/Installs/Removals.,0.7003008,Updates View Improvements:,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
782,Backers.md: anon → Carolos Foscolos,0.3538206,Metainfo Improvements by @danirabbit in link,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
783,Use palette and symbolic for system (#907),0.4495685,Get brand colors from the AppStream standard so more apps are supported,Currently translated at 99.1% (226 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
784,do not show installed apps in banner (#145),0.6518347,Fix some apps incorrectly showing as not installed during search,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
785,Update package source lists,0.6487849,Install PackageKit based Operating System Updates as Offline Updates by @meisenzahl in link,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
786,use static cast for stack child,0.2979956,- Populate banner on home locally instead of relying on an external API,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
787,Use lazy loading of apps in categories and search.,0.57416,Reduce slowdowns when opening certain apps,Currently translated at 82.5% (118 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
788,AbstractAppContainer: Use ProgressButton (#1708),0.5400094,App Info Page Improvements:,Currently translated at 82.5% (118 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
789,Ensure blacklist path contains slash (#820),0.3655726,Fix missing illicit substances icon,Currently translated at 18.8% (27 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
790,AbstractAppList: Remove redundant package_changing (#1915),0.53449124,AppListUpdateView: Rewrite with ListStore by @danirabbit in link,,0
791,Homepage.vala: get_app_ids cleanups (#372),0.5531006,App Info Page Improvements:,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
792,Add meson options to disable backends (#1994),0.5112568,* Meson build system fixes,Currently translated at 81.1% (116 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
793,Implemented the Search View.,0.6960273,Improve search performance,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
794,Increase default window height to 660 (#659),0.55523515,Allow window to shrink to much narrower sizes,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
795,make action stacks consistent. Use built in progress bar text,0.589793,A status overlay bar is now shown when tasks are in progress,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
796,Expose screenshot captions (#1801),0.80059797,Show screenshot captions in a tooltip,Release 3.9.1 Update meson.build Update io.elementary.appcenter.appdata.xml.in Update io.elementary.appcenter.appdata.xml.in Co-authored-by: Cassidy James Blaede cassidy@elementary.io,1
797,Enforce pixel size for PackageRow icons on HiDPI,0.54582226,"Gresource: mark OARS icons as scalable, scale all to 32px by @danirabbit in link",Currently translated at 99.3% (142 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
798,Code style (#684),0.434007,Improve update badge styling and category styling,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
799,missed one,0.357349,Minor fixes,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
800,Handle app removal.,0.657974,Fix an issue where some apps couldn't be uninstalled from the Applications Menu,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
801,Set contextual icons in notifications (#1384),0.7824904,Add contextual badges to notifications,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,1
802,Package: get branding from appstream (#1883),0.70676416,Get brand colors from the AppStream standard so more apps are supported,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,1
803,Prevent warnings on PackageRows (#124),0.67324924,"Fix warnings for native packages, OS and Runtime updates by @meisenzahl in link",Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
804,Set diaglog title to empty string (#674),0.37653205,Fix visual issues with category icons by @danirabbit in link,Currently translated at 100.0% (143 of 143 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
805,Homepage: replace carousel with PackageRowGrid (#1648),0.4571296,Fix some layout issues,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
806,Merge branch 'master' into master,0.2812595,Extension improvements,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
807,ReleaseRow: cleanup and design update,0.6466057,This release includes several bug fixes,,0
808,Homepage: Use Hdy.Carousel for banner (#1662),0.54270136,- Navigate banners on the home page with multitouch gestures,,0
809,Remove abstraction from update header rows (#1361),0.56599844,Fix long origin comboboxes breaking the header layout,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
810,po: Add missing files to POTFILES (#1248),0.503409,Update POTFILES by @ryonakano in link,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
811,Add Recently Updated apps to homepage carousel (#258),0.65893674,Show Recently Updated Flatpak apps on home page,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
812,Add suggested changes after first review,0.64987373,Updates View Improvements:,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
813,Merge trunk to r297,0.3806665,Fix truncated footer buttons,Currently translated at 65.7% (150 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
814,update translate,0.91888696,Updated translations,Currently translated at 65.7% (150 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
815,Fixed the Gimp installation.,0.5697298,This release includes several bug fixes.,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
816,Ensure the category view is open before showing anything in it (#182),0.5347048,Ensure flatpak applications show in the category views,Currently translated at 64.0% (146 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
817,Updates the apt-cache when checking for updates,0.784908,Manually check for new updates,Currently translated at 64.0% (146 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
818,UpdateFailDialog: show error message from Granite (#962),0.5689503,Fix Flatpak runtime updates getting stuck,MainWindow: Avoid the use of notify directly on the client This avoids a circular reference of MainWindow and thus allows it to be freed. Homepage: Avoid a circular reference with Timeout.add We need to remove the reference on destroy to be able to actually free the object. Co-authored-by: Danielle Foré daniel@elementary.io,0
819,Merge trunk to 309,0.35423124,Fix truncated footer buttons,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
820,Client refactoring (#957),0.49091023,FlatpakBackend: Handle transaction success state correctly by @davidmhewitt in link,,0
821,Allow returning to home from search (#1424),0.6582591,Ensure Home button is usable during search,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
822,match .desktop comment to appdata summary,0.5114835,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
823,Quit on Ctrl + Q,0.5356188,Ctrl+F now moves the cursor to the search field,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
824,Add additional categories to Graphics (#756),0.749956,* Category graphics revamped,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,1
825,AbstractAppContainer: remove package_name (#1573),0.50223196,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (142 of 142 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
826,Appinfo urls (#116),0.56780505,App Info Page Improvements:,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
827,Translated using Weblate (Français),0.6390786,- Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
828,Mask CVC entry based on focus (#643),0.43829942,* Category graphics revamped,,0
829,Do not show open button in installed view,0.7081183,"System components no longer have an ""Open"" button",,1
830,AbstractAppContainer: Remove curated warning dialog (#1841),0.57724786, - Show content warnings on app info pages,,0
831,Add a backend aggregator to simplify OS updates from multiple backends (#989),0.5557568,"To de-clutter the updates view, extensions are now only shown if they require updates","Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
832,General fixes to the code (#220),0.57247317,Minor fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
833,Create AuthorView (#1997),0.47834873,- Show other apps by an author for Flatpak sources,,0
834,Translated using Weblate (Slovenian),0.576193,- Updated translations,,0
835,AppInfoView: Use libhandy for screenshots (#1426),0.62135065,Show screenshot captions in a tooltip,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
836,Implement Screenshot Cache (#812),0.64635223,Save some bandwidth by downloading smaller screenshots where appropriate,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
837,Update cmake-elementary URL,0.5174852,Full Changelog: link,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
838,Start searching at 3 chars instead of 2 (#466),0.38295656,Improve search performance,Currently translated at 89.0% (203 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
839,AbstractAppContainer: remove threading and locking (#1346),0.49820256,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
840,Fix visual issues with category icons (#1954),0.80324197,Fix visual issues with category icons by @danirabbit in link,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,1
841,Store which category is currently viewed,0.5031209,Recently updated apps are shown at the top of category views,Release 3.9.0 Update meson.build Update io.elementary.appcenter.appdata.xml.in Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
842,AppInfoView: clean up code style (#1632),0.57809854,App Info Page Improvements:,Also always allow null Cancellable. Also avoid to recreate the same strings in the loops.,0
843,Removed unused files.,0.5154655,"Fully uninstall Flatpaks, including locales",,0
844,Fix AppCenter crash with empty package cache (#321),0.6215976,AppCenter 0.2.8 is out!,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
845,PackagekitBackend: Make nullable state of cancellables consistent (#1767),0.55696195,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
846,Abstractappcontainer no stack hacks (#1041),0.46723604,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 97.3% (222 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
847,Package: centralize description string handling (#1701),0.41230342,More concise and consistent language,PackageRow: remove methods specific to updates view cache some stuff Remove AppRowInterface fix lint guard against null package Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
848,Ellipsize UrlButton (#696),0.5672807,Fix truncated footer buttons,,0
849,AppListUpdateView: make update all header sticky (#1921),0.6369608,"The ""Update All"" header now sticks to the top of the window when scrolling",,0
850,Fix resolving packages for other architectures (#200),0.54398215,This release includes several bug fixes,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
851,Remove unneded action_stack visibility changing in AppInfoView; show action stack in the PackageRow when action in progress,0.61625075,Apps in list views now load in the correct order when scrolling,,0
852,BACKERS.md: darrel → Darrel Davis,0.33187845,StripeDialog: Add translator comment by @davidmhewitt in link,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
853,Added the last categories and backgrounds,0.5455315,* Category graphics revamped,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
854,Don't use static functions,0.36044094,* Add conditional compilation for disabling dynamic remote homepage content,Currently translated at 96.9% (221 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
855,Merge pull request #34 from pop-os/brs17-issuetemplate,0.46504384,CategoryView: Fix crash by @meisenzahl in link,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
856,remove manual newline from science & engineering,0.46560147,* Add Math to Science category,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
857,Proprietary License support (#698),0.71473825,Properly display proprietary licenses,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
858,LINGUAS: Add Panjabi and sort (#1567),0.50247294,- Updated translations,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
859,"Added search:// URI handler to trigger searches, search terms are decoded through Uri.unescape_string",0.5066052,Improve search performance,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
860,Release 3.10.0 (#1846),0.5641471,This release includes several bug fixes,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
861,Change the naming scheme of errordomain,0.40148485,Prevent unescaped XML entities from appearing in application names,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
862,Release 3.9.1 (#1785),0.55529344,AppCenter 3.1.0 is out!,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
863,GResource: Fix substance icon (#1710),0.6849079,Fix missing illicit substances icon,Co-authored-by: Cassidy James Blaede cassidy@elementary.io Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
864,AppData: Start adding 3.8.1 data (#1706),0.53783524,App Info Page Improvements:,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
865,Fixed daemon desktop file.,0.50561,Fix an issue where some apps couldn't be uninstalled from the Applications Menu,Currently translated at 100.0% (228 of 228 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
866,Get blacklist filename from CMake variable (#515),0.29946947,Fix crash activating category while checking for updates by @vjr in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
867,Fixed condition where the state could only change if the app was in focus,0.56471074,Update application details when changes happen outside of AppCenter,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
868,Update flatpak.vapi (#1122),0.882756,Update flatpak.vapi by @tintou in link,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,1
869,Merge branch 'origin/master' into Weblate.,0.46834874,FlatpakBackend: Improve XML parsing efficiency by @davidmhewitt in link,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
870,Remove About dialog (#361),0.49448073,Release notes are shown in a dialog,Currently translated at 100.0% (141 of 141 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
871,Add Release to Actions (#1106),0.5773052,Release notes are shown in a dialog,,0
872,Remove unused FeaturedView (#126),0.48714244,CategoryView: Fix crash by @meisenzahl in link,,0
873,Add additional categories to Development (#757),0.54917,* Add Math to Science category,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
874,Update flatpak.vapi (#1991),0.8521849,Update flatpak.vapi by @tintou in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",1
875,Add carousel for trending apps (#330),0.64212203,Recently updated apps are shown at the top of category views,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
876,Banner: use accent for default colors (#1646),0.5076248,An app's accent color is now shown behind screenshots,Currently translated at 100.0% (227 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
877,add currency to stripe token creation (#404),0.40185344,Improve update badge styling and category styling,,0
878,Translated using Weblate (ae (generated)),0.592099,- Updated translations,,0
879,Homepage: Add background pattern to communication card (#909),0.4444377,Clicking the updates badge in the header navigates to the updates view,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
880,Add backers (#1228),0.4120434,Update POTFILES by @ryonakano in link,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
881,change to recomendation by @cassidyjames (#802),0.51688623,Update POTFILES by @ryonakano in link,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
882,Translated using Weblate (Silesian),0.644456,- Updated translations,Currently translated at 100.0% (227 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
883,UpdateManager: notify for unpaid apps,0.7106461,No longer prompt for approval to update non-curated apps,Currently translated at 100.0% (227 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
884,Use right reversed elementary scheme (#180),0.37854785,Fix some layout issues,Currently translated at 100.0% (227 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
885,Added missing line to PackageRow.vala; remove unneded progress state action_stack setting,0.51530397,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
886,AppInfoView: Make an ArrowButton class (#1191),0.545933,AppListUpdateView: Rewrite with ListStore by @danirabbit in link,Currently translated at 97.3% (221 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
887,Translated using Weblate (Hindi),0.64697313,- Updated translations,Currently translated at 100.0% (227 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
888,AppInfoView.vala: What's new styling (#442),0.60040164,App Info Page Improvements:,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
889,Author fallback (#138),0.31230688,StripeDialog: Add translator comment by @davidmhewitt in link,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
890,"Cleaned-up the Package API, refined the interface.",0.549301,Other Improvements:,Currently translated at 100.0% (227 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
891,Enable search bar while viewing categories,0.63575613,Pressing down in the search field moves the keyboard focus to the search results list,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
892,Fix regression showing privacy link (#647),0.50481254,CategoryView: Fix crash by @meisenzahl in link,Currently translated at 100.0% (140 of 140 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
893,Update io.elementary.appcenter.appdata.xml.in,0.58688295,Update application details when changes happen outside of AppCenter,Currently translated at 100.0% (227 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
894,AppInfoView: load_more_content on realize (#1693),0.5786302,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (227 of 227 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
895,Add Travis CI (#122),0.3715492,Update POTFILES by @ryonakano in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
896,Lint with GitHub CI (#1080),0.4803061,Gettext: install git by @danirabbit in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
897,UpgradeFailDialog: offer refresh option (#1942),0.66177845,Updates View Improvements:,,0
898,ScreenshotCache: support older GLib (#1356),0.5171236,Warn when apps are built against older runtimes,"Create CategoryView Add file Accidentally a comma Do a typography nav, sort, size curated option Update io.elementary.appcenter.appdata.xml.in Remove outdated stuff update POTFILES ListPackageRowGrid: Wrap and truncate long app names Co-authored-by: Cassidy James Blaede cassidy@elementary.io",0
899,Integrate the daemon directly into the application with a silent mode.,0.40082735,Use system Flatpak runtimes for locally installed apps,Currently translated at 100.0% (139 of 139 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
900,AbstractAppContainer: check build flag for noncurated dialog (#1712),0.46588093,Warn running in Demo Mode by @meisenzahl in link,,0
901,fix broken translations link (#267),0.6202658,Updated translations,,0
902,About fixes (#170),0.7506511,Minor fixes,Currently translated at 99.2% (138 of 139 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,1
903,Travis.yml: Update to latest Houston CI (#878),0.42269352,Update POTFILES by @ryonakano in link,Currently translated at 100.0% (139 of 139 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
904,Translated using Weblate (Polish),0.62959886,- Updated translations,Currently translated at 100.0% (139 of 139 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
905,Code refactoring and code style fix,0.54547364,Improve update badge styling and category styling,Currently translated at 100.0% (139 of 139 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
906,Updated template.,0.58238196,Improve update badge styling and category styling,Currently translated at 100.0% (139 of 139 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
907,POTFILES: View → AbstractView,0.46996897,Ensure flatpak applications show in the category views,Currently translated at 100.0% (139 of 139 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
908,Code fixes proposed after the first review,0.5988964,This release includes several bug fixes.,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
909,Merge with trunk,0.3263989,Fix truncated footer buttons,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
910,"Only ask for non-curated approval on installations, not updates (#1254)",0.6368105,No longer prompt for approval to update non-curated apps,,0
911,Throw Flatpak errors (#1287),0.64611566,Fix Flatpak runtime updates getting stuck,,0
912,Remap AppStream 'metadata' tag to 'custom' (#1558),0.6459912,AppListUpdateView: Rewrite with ListStore by @danirabbit in link,Currently translated at 100.0% (138 of 138 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
