Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
528,Add shortcuts Ctrl + PageUp and Ctrl + PageDown to switch between tabs (#700),0.86813164,Add shortcuts Ctrl + PageUp and Ctrl + PageDown to switch between tabs by @Faelian in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",1
529,"Change to use the new granite API, avoid a warning while getting the current_terminal window title, internal API simplification and code cleanup",0.5063453,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ","Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
530,"Added copy, paste, and an About dialog via a right click menu",0.65494287,Middle-click paste now properly follows System Settings,,0
531,Started implementing zooming functions.,0.6295788,Zoom levels are now remembered per-tab,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
532,MainWindow: Reduce method scope and remove unused methods (#394),0.45582324,* Fix a wrong foreground process response code,,0
533,Application: Handle Minimized in The Primary Instance (#724),0.49380395,* Fix a wrong foreground process response code,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
534,Empty space to trigger a build,0.26346034,* Fix a wrong foreground process response code,,0
535,Explicitly declare menuitems as translatable (#247),0.5660757,* New translations,,0
536,add appdata,0.55968386, * Add accels to tooltips,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
537,Release 6.0.0 (#608),0.56662774,This release includes several bug fixes,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
538,Dont panic if all previous tabs are gone,0.67789805,Don't remember tabs when History is disabled in System Settings,Currently translated at 95.4% (42 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
539,use enum name instead of value,0.2530894,Escape '#' except when fragment identifier by @jeremypw in link,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
540,A number of regex patters are now matched to provide better matches. Approved by David Gomes.,0.3390354,Performance improvements,Currently translated at 79.2% (42 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
541,Simplify handling of themes (#661),0.41930386,Rework Application Class by @Marukesu in link,Currently translated at 52.8% (28 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
542,Merge remote-tracking branch 'weblate-extra/master',0.40911484,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 52.8% (28 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
543,Fixed bug #825960.,0.67865694,This release includes several bug fixes,,0
544,Added parameter to start command at launch.,0.5475327,Add commandline option for New Window (-n),Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
545,Tab Popout position is remembered,0.66152406,* Return focus after popover menu closes,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
546,New-tab tooltip now translatable,0.6441109,Add commandline option for New Tab (-t),Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
547,Code-style fix,0.5717721,* Fix a wrong foreground process response code,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
548,Fixed compilation again.,0.6031395,This release includes several bug fixes,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
549,Code Improvements,0.58901083,Performance improvements,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
550,Fix about dialog icon and license typos,0.6625607,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
551,Small-scale refactorization.,0.41630393,Rework Application Class by @Marukesu in link,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
552,Use palette colors for default bg/fg (#390),0.69762474,Create a custom color palette,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
553,Translated using Weblate (Catalan),0.61604285,Translation updates,Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
554,Set window icon,0.5959861,Add commandline option for New Window (-n),Currently translated at 100.0% (44 of 44 strings) Translation: Terminal/Terminal Translate-URL: link/,0
555,Some modifications to close terminal dialog.,0.5776906,Add commandline option for New Window (-n),"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
556,Fix private actions in SearchToolbar.,0.5044806,* Prevent search and style buttons from receiving focus,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
557,Updated scheme to Tango.,0.48087975, * Update translations,,0
558,ColorPreferencesDialog: Use Granite.Dialog (#664),0.5441612,Create a custom color palette,,0
559,Merging danrabbit's proposal lp:~elementary-apps/pantheon-terminal/bug-1049960-fixes,0.57767737,This release includes several bug fixes,Currently translated at 50.9% (27 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
560,fixed bug #923751,0.6607019,This release includes several bug fixes,Currently translated at 50.9% (27 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
561,License fixes,0.47922963,This release includes several bug fixes,,0
562,"Added Close button to Preferences Dialog, fixing bug #904873",0.6444483,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 23.2% (10 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
563,Move schema to org.pantheon.terminal and fix startup problems,0.4563349,Prevent unnecessary Home tab on startup,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
564,Added a HACKING document.,0.43398932,Show text details in unsafe paste dialogs,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
565,Minimal changes to PreferencesDialog.vala,0.49561483,* Prevent search and style buttons from receiving focus,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
566,Added Ctrl+Shift+W and Ctrl+Shift+Q,0.7731195,Quit with Ctrl + Shift + Q,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,1
567,Granite version bump.,0.36914137,New features:,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
568,PantheonTerminalWindow: Make search action a boolean (#328),0.4460684, * Fix erratic search text highlightning behavior,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
569,Added translation using Weblate (Klingon),0.6684246,Translation updates,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
570,Changed action_new_tab function,0.54797673,Shift + Control + D to duplicate tabs,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
571,Fixed bug #913466,0.6941401,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
572,Fix code style,0.525905,Apply font changes without restarting,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
573,dconf settings to enable/disable natural copy paste,0.5935816,Turn Natural Copy/Paste on or off in the Settings menu,Currently translated at 84.9% (45 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
574,Added  and  to go right and left by one tab.,0.71310073,Switch tabs with Alt + 1-9,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
575,GSchema: change custom theme default values to Solarized Dark (#667),0.57111245,Option to follow system dark style preference,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
576,AppData: update format and screenshots (#678),0.41566715,Other updates:,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
577,Add editorconfig file,0.56213856, * Add accels to tooltips,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
578,Allow selection of all or part of a link for copying & pasting.,0.441139,Turn Natural Copy/Paste on or off in the Settings menu,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
579,README: Fix Repology badge,0.47493526,This release includes several bug fixes,Currently translated at 90.6% (39 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
580,The characters of the path on dnd were fixed.,0.32656544,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Currently translated at 28.3% (15 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
581,Fixed bug #923918.,0.7020047,This release includes several bug fixes,,1
582,TerminalWidget: fix copy not working on the first try (#548),0.5306828,Terminal 0.5.1 is out!,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
583,fixed bug #910547,0.6926129,This release includes several bug fixes,"Updated by ""Update LINGUAS file"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
584,removed useless files and fixed bug #900437,0.5135679,This release includes several bug fixes,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
585,Set previous_terminal when a new window is created,0.6750289,Add commandline option for New Window (-n),Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
586,Release 6.1.2 (#719),0.5938215,pantheon-terminal 0.4.1 is out!,Currently translated at 98.1% (52 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
587,Better wording for UnsafePasteDialog message,0.6395841,Show text details in unsafe paste dialogs,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
588,Added a setting to enable/disable the terminal's audible bell. Approved by Cody Garver.,0.4139284, * Add accels to tooltips,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
589,TerminalWidget: Fix issue when creating the match regex,0.42706853, * Fix erratic search text highlightning behavior,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
590,fix translations with quicklist,0.64442843,Translation updates,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
591,Fix help,0.6511424,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
592,"Added fullscreen , fixing bug #1008193.",0.55997664,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
593,Replace deprecated Vte.Terminal.match_check() with  Vte.Terminal.match_check_event() (#85),0.4127644,* Fix a wrong foreground process response code,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
594,"Fixed 'New Window' action, thank you Julio.",0.48505425,New features:,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
595,Improved code for scrolling tabs.,0.6622087,Zoom with Ctrl + Scroll,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
596,Rewrite Unsafe Paste Dialog as Gtk.Dialog (#129),0.5698827,Show text details in unsafe paste dialogs,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
597,code cleanup,0.5517184,* Fix a wrong foreground process response code,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
598,removed useless parts of code and fixed compilation warnings,0.5434954,* Fix a wrong foreground process response code,,0
599,fixed bug #905003,0.674032,This release includes several bug fixes,"Adjust zoom per tab Save and restore per tab zooms Get font-scale for new terminals and default button from ""zoom"" setting Add ""sync-zoom"" option Also sync font-scale of new terminals Use set_data () instead of set_qdata () Duplicate and new tab follows zoom of last active tab. Turn off zoom syncing by default Update next release appdata Zoom default button sets font scale to 1.0 (100%) Remove sync-zoom setting Co-authored-by: Cassidy James Blaede cassidy@elementary.io Remove sync-zoom widgets Co-authored-by: Cassidy James Blaede cassidy@elementary.io Remove sync-zoom handling Co-authored-by: Cassidy James Blaede cassidy@elementary.io Remove sync-zoom binding Co-authored-by: Cassidy James Blaede cassidy@elementary.io Remove sync-zoom button event handler Co-authored-by: Cassidy James Blaede cassidy@elementary.io No sync-zoom button Co-authored-by: Cassidy James Blaede cassidy@elementary.io Apply code style from code review Co-authored-by: Cassidy James Blaede cassidy@elementary.io Sanitize restored settings Ensure in range Ensure one zoom per tab Fallback to default zoom (range determined by settings) Do not save terminals after destroyed. Do not name check on killed terminals as this triggers saving Reformat data/io.elementary.terminal.gschema.xml Co-authored-by: Cassidy James Blaede cassidy@elementary.io Same zoom range in app as in schema Co-authored-by: Cassidy James Blaede cassidy@elementary.io Co-authored-by: Fabio Zaramella fabiozaramella@users.noreply.github.com",0
600,Fix API break with Vte.feed_child (#275),0.39816123,* Fix a wrong foreground process response code,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
601,Moved a comment,0.40277416,* Added separator to context menu,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
602,Use separate open-terminal-here.desktop file,0.4247027,Prevent unnecessary Home tab on startup,TerminalWidget: fix copy not working on the first try MainWindow: Simplify the flags check,0
603,"Notifications now use libnotify, fixing bug #901680.",0.6433238,This release includes several bug fixes,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
604,Re-enable tab move,0.78089607,Shift + Control + D to duplicate tabs,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,1
605,"Use hardware keycodes for C, V & D when processing key event (lp:1405315)",0.5164473,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
606,Restore tab focus (#196),0.6757617,Avoid losing focus when closing background tabs,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
607,Release 0.3.1.2,0.60619104,This release includes several bug fixes,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
608,fixed bug #910462,0.68924725,This release includes several bug fixes,Application.css: increase padding to 12px Update data/Application.css Co-authored-by: Cassidy James Blaede cassidy@elementary.io Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
609,Translated using Weblate (Suomi),0.64871097,Translation updates,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
610,Adjust to the new notebook behavior,0.54577464,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
611,Translated using Weblate (日本語),0.60698223,Translation updates,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
612,Simplify zoom (#258),0.6734475,Properly restore zoom levels for all locales,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
613,Fixed bug #901479 without raising other issues.,0.6973157,This release includes several bug fixes,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
614,Also send SIGHUP because zsh is ignoring SIGTERM.,0.36520785, * Support -h flag for help,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
615,update translation files,0.8800534,Translation updates,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
616,Merge changes from trunk up to revision 519,0.42651683,Full Changelog: link,Currently translated at 100.0% (52 of 52 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
617,Remove unnecessary handling of middle-click. (#401),0.60061216,* Prevent search and style buttons from receiving focus,,0
618,Disable handling F10 key by Gtk itself (#123),0.5539924,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
619,Fix copy/paste issue in the SearchToolbar,0.5869324, * Fix erratic search text highlightning behavior,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
620,Translated using Weblate (Русский),0.6422434,Translation updates,,0
621,Removed exectuablebit from all files in branch,0.30815253,Terminal 0.5.1 is out!,,0
622,Translated using Weblate (Esperanto),0.5842395,Translation updates,ctrl+tab previous tab Update MainWindow.vala Co-authored-by: Cassidy James Blaede cassidy@elementary.io Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
623,Fix search_button tooltip.,0.6436949,* Prevent search and style buttons from receiving focus,,0
624,Fixed terminal focus bug.,0.551635,Terminal 0.5.1 is out!,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
625,Add accellabel to reload menuitem (#580),0.6257037,Reload tabs in the context menu or with the shortcut Ctrl + Shift + R,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
626,Release 5.5.2 (#497),0.60838413,terminal 5.5.0 is out! ,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
627,Updated the TabBarBehavior to use the new DynamicNOtebook enum.,0.52698624,Shift + Control + D to duplicate tabs,,0
628,meson: fix build on non-Ubuntu system with libvte < 0.60 (#490),0.43852776,Update Meson Files by @Marukesu in link,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
629,More code organization.,0.41269386,Performance improvements,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
630,"Fixed bug #804914, scrollback lines configurable, and applied on the fly.",0.48781043,* Fix a wrong foreground process response code,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
631,"Tweak ""Copying commands into the Terminal..."" string",0.52544093,Include sudo password prompt when copying last output,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
632,Release 5.3.4,0.6283847,terminal 5.4.0 is out! ,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
633,src/SearchToolbar.vala: code style cleanup,0.561201,* Prevent search and style buttons from receiving focus,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
634,Add Build to CI (#475),0.45790246,Fix build on OS 7,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
635,Remove redundant kill call,0.4422925,* Fix a wrong foreground process response code,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
636,Removed woops code.,0.515599,* Fix a wrong foreground process response code,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
637,"Added ""New Root Tab"" string to pot file",0.54905605,Add commandline option for New Tab (-t),,0
638,Translated using Weblate (Français),0.6099477,Translation updates,,0
639,Stop the tooltip being changed by Granite. (#587),0.5432987, * Add accels to tooltips,,0
640,Clean up src/PantheonTerminalWindow.vala,0.44298398,Slightly pad text from the edge of the window,,0
641,Remove deprecated Granite.Widgets.DynamicNotebook.show_icons code,0.5086789,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
642,Implemented Smart alt+n,0.4540679,Switch tabs with Alt + 1-9,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
643,Use fc to get previous command (#690),0.46465957, * Add Alt+c action to copy last output,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
644,fixed bug #921500 and updated file pot,0.60024595,This release includes several bug fixes,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
645,Release 0.4.0.4,0.64894986,pantheon-terminal 0.4.1 is out!,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
646,"Change the default of the ""follow-last-tab"" setting to false (lp:1457722)",0.57076716,Remove ctrl + shift + left / right for tab switching by @stan-janssen in link,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
647,Fixed the schema to prevent crash,0.4998121,* Fix a wrong foreground process response code,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
648,Fixes code style.,0.50666,Apply font changes without restarting,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
649,Made compatible with DynamicNotebook's new API.,0.48969445, * Add accels to tooltips,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
650,Added -e for executing commands in shell and -x for inpendent commads,0.34159353, * Add Alt+c action to copy last output,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
651,Fixed bug #997137.,0.670893,This release includes several bug fixes,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
652,Merge branch 'origin/master' into Weblate,0.43976635,Rework Application Class by @Marukesu in link,Currently translated at 42.0% (21 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
653,Use Gtk.ScrolledWindow as container for TerminalWidget (lp 1585342),0.4919398,Switch to GHCR containers by @davidmhewitt in link,MainWindow: subclass Hdy.Window Update release.yml,0
654,Add uninstall target for cmake,0.4505623,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
655,Restore zoom level from saved state (#160),0.80521303,Properly restore zoom levels for all locales,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
656,--version support added,0.534704,New features:,,0
657,Launching the terminal with args : in work,0.464159,Terminal 0.5.1 is out!,Currently translated at 98.0% (49 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
658,A number of regex patters are now matched to provide better matches,0.3066975,Performance improvements,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
659,Improved the default Tango scheme.,0.41472098,New features:,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
660,Translated using Weblate (Slovenian),0.5474,Translation updates,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
661,"Sort of reverted last commit, fixing the focus bug was giving other problems.",0.5319243,This release includes several bug fixes,Currently translated at 100.0% (50 of 50 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
662,Fixed settings path and scrollback lines.,0.59363294, * Add Alt+↑ action to scroll to last command,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
663,Tab labels now have the terminal location.,0.54665387,Add commandline option for New Tab (-t),,0
664,Translated using Weblate (Punjabi),0.5963448,Translation updates,,0
665,Whoops. No recursive calls.,0.420286,* Fix a wrong foreground process response code,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
666,Added some clickable protocols.,0.5263957, * Add accels to tooltips,Currently translated at 93.0% (40 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
667,Release 6.1.0 (#677),0.54234445,pantheon-terminal 0.4.1 is out!,Currently translated at 57.1% (28 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
668,Set is_fullscreen when restoring fullscreen (#175),0.44586354,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
669,Save tabs when terminal is closed (#198),0.5862524,Avoid losing focus when closing background tabs,Currently translated at 83.7% (36 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
670,Translated using Weblate (Norsk bokmål),0.6138115,Translation updates,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
671,"use process-completed-symbolic icon instead of notification-new-symbolic, that's much more appropriate",0.44062918,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
672,Use RadioButtons for style switcher (#300),0.47314876,"Change preferred shortcut for ""Reload Tab"" to Shift + Control + R",Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
673,Fix menu translation (#253),0.57651114,Translation updates,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
674,"Made tabs orderable, finally.",0.57697237,Switch tabs with Alt + 1-9,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
675,l10n: Correctly setup the locales (#611),0.46492162,Properly restore zoom levels for all locales,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
676,LINGUAS: Sort and remove en,0.42674267,* New translations,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
677,Fixed bug #1014926.,0.7077831,This release includes several bug fixes,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,1
678,"Fixed bug #804915, tabs are now detachable.",0.64744914,Switch tabs with Alt + 1-9,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
679,removed on_key_press and on_key_release event functions and a lot of useless bool objects,0.5133417,Fix an issue with keyboard shortcuts not activating the first time they're pressed,Currently translated at 98.0% (48 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
680,Use Granite.SwitchModelButton (#566),0.47063938,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
681,Add Lint to CI (#409),0.39299977, * Add accels to tooltips,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
682,Translated using Weblate (Tagalog),0.60319626,Translation updates,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
683,a space is now inserted after the files dropped on the termianl,0.36961538,Slightly pad text from the edge of the window,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
684,Fixes -w on paths with special characters.,0.42577344,Escape '#' except when fragment identifier by @jeremypw in link,Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
685,add x-gnome-uses-notifications to .desktop,0.56604886,Add commandline option for New Window (-n),Currently translated at 100.0% (43 of 43 strings) Translation: Terminal/Terminal Translate-URL: link/,0
686,MainWindow: Remove empty action_quit (#449),0.53806746,* Fix a wrong foreground process response code,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
687,-e works even when a terminal window is already open,0.49551502,Add commandline option for New Window (-n),Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
688,Updated About Dialog emails.,0.5808556,Other updates:,Currently translated at 100.0% (49 of 49 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
