Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Add test,0.376557,Testing fixes (#866),,0
"Remove option, always replaceBindings",0.24966243,Fix view tab selection order (#707),,0
Apply fixes from StyleCI (#715),0.5113233,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #714 from barryvdh/dump-headers,0.3774806,Simplify dump error screen (#688),[Dumps] Only load sfDump header once,0
Update DumpWatcher.php,0.5593768,Add option to record dumps even though the dump watcher tab is not open by @superDuperCyberTechno in https://github.com/laravel/telescope/pull/1199,,0
Only load header once,0.56619555,Only load sfDump header once (#714),,0
Tweak resolve button,0.43600622,Change text for Marking Exceptions as Resolved (#916),,0
Update QueryWatcher.php,0.4635308,Implemented fallback for PDO::quote method on QueryWatcher (#1066)﻿,,0
Update ExceptionController.php,0.51122737,Change text for Marking Exceptions as Resolved (#916),,0
Bump Symfony dependency,0.401205,Dropped support for Laravel 5.8,,0
Drop support for PHP 7.1,0.6293505,PHP 7.2 support (3c3883d),,0
Drop support for Laravel 5.8,0.7823906,Dropped support for Laravel 5.8,,1
Merge pull request #712 from driesvints/prepare-for-release,0.36949456,Cache key compatibility update (#583),[2.0] Prepare for Laravel 6.0 release,0
Prepare for Laravel 6.0 release,0.7305587,Laravel 6 & 7 support (#860),,1
Mark exceptions as resolved,0.87457573,Mark exceptions as resolved (#710),,1
Use PDO quote to quote bindings,0.58214945,Implemented fallback for PDO::quote method on QueryWatcher (#1066)﻿,,0
Count duplicated queries + total duration,0.7643033,Use time instead of duplicated to show global queries duration (#737),,1
Merge pull request #700 from terrafrost/undo-pr638,0.36095718,Cache key compatibility update (#583),rm terrafrost/bcmath_compat,0
Merge pull request #709 from barryvdh/2.0-rebuild,0.3559333,Cache key compatibility update (#583),Rebuild assets,0
Merge pull request #704 from cyrodjohn/2.0,0.3302963,Cache key compatibility update (#583),Change str_replace_last to Str::replaceLast(),0
Rebuild assets,0.45266297,Compile assets (762e4ed),,0
Merge pull request #707 from barryvdh/fix-view-tab-order,0.7038096,Fix view tab selection order (#707),Fix view tab selection order,1
Merge pull request #708 from barryvdh/feat-related-hash,0.38683373,Don't use familyHash for queries (#773),Jump to related entry by hash,0
Fix view tab selection order,0.93771887,Fix view tab selection order (#707),,1
Jump to related entry by hash,0.93453467,Jump to related entry by hash (#708),,1
Format SQL in watcher,0.96500987,Format SQL in watcher (#714),,1
Update InstallCommand,0.33301038,Move booting of commands (#1034),Change str_replace_last to Str::replaceLast(),0
Merge pull request #703 from JuanDMeGon/patch-1,0.35711288,Cache key compatibility update (#583),Adding meta for disavowing robots,0
Adding meta for disavowing robots,0.952539,Adding meta for disavowing robots (#703),"Adding this meta tag may disavow regular indexing robots (google, yahoo, bing, etc.), to index the contents inside Telescope URLs. Take into account that this is not a barrier to get access to the Telescope components, but at least may avoid those sensitive sections to get index by mistake (there are some indexed already). Additionally, adding this to robots.txt may disavow robots for indexing, but will expose your Telescope URL to the public so you may want to avoid this and using this meta tag instead.",1
Apply fixes from StyleCI (#702),0.51164806,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #701 from barryvdh/feat-failed-request,0.36501923,Log failed requests (#701),Merge failed request PR into 2.0,0
rm terrafrost/bcmath_compat,0.36077917,"Revert ""[4.x] Updated db command for clearing tables"" (#993)﻿",,0
Apply fixes from StyleCI (#697),0.5267885,Fix syntax highlighting (#1142)﻿,,0
Merge branch 'feat-views' of https://github.com/barryvdh/telescope into barryvdh-feat-views,0.45343882,Fix telescope.domain usage (#1124)﻿,,0
Merge pull request #696 from nunomaduro/patch-1,0.38863805,Testing fixes (#866),Deletes phpstan.neon.dist as larastan is no longer included,0
Deletes phpstan.neon.dist as larastan is no longer included,0.38249904,Dropped support for Laravel 5.8,,0
Merge pull request #694 from stancl/change-tagUsing-to-array,0.5313232,Change Telescope::$tagUsing to an array (#694),[3.0] Change Telescope::$tagUsing to an array,0
Fix Telescope::tag,0.7354156,Change Telescope::$tagUsing to an array (#694),,1
Change Telescope::tagUsing to an array,0.9084556,Change Telescope::$tagUsing to an array (#694),,1
Update icon to show-sidebar,0.33930975,Center header button icons by @timacdonald in https://github.com/laravel/telescope/pull/1299,,0
Merge pull request #688 from barryvdh/simplify-dump-error,0.5481965,Simplify dump error screen (#688),Simplify dump error screen,0
Simplify dump error screen,0.8875054,Simplify dump error screen (#688),,1
Format path and data for views,0.35374033,Merge previously defined view data when building the view mailable data (#1157),,0
Apply fixes from StyleCI (#687),0.5131968,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #685 from barryvdh/feat-failed-request,0.35460505,Log failed requests (#701),Log failed requests,0
Update TelescopeServiceProvider.stub,0.64283884,Fix telescope.domain usage (#1124)﻿,,0
Update dev-master,0.24246952,Testing fixes (#866),,0
Merge pull request #686 from laravel/master,0.5066696,Laravel 6 & 7 support (#860),Backport fixes to 2.0,0
Merge pull request #684 from barryvdh/fix-dump-test,0.4903744,Testing fixes (#866),Fix Dump test using file cache,0
Log failed requests,0.88731515,Log failed requests (#701),,1
Fix Dump test using file cache,0.5710508,Simplify dump error screen (#688),,0
Merge pull request #683 from barryvdh/optimize-dump,0.5312878,Optimize dump (#683),Optimize dump,0
Update DumpController.php,0.42767143,Simplify dump error screen (#688),,0
Tweak dump error response,0.6079769,Simplify dump error screen (#688),,0
Check entries before loading,0.32906717,use property_exists (eb3f6f8),,0
Show error when array cache is used,0.54965603,Fix issue with array hydration (#1165),,0
Merge pull request #681 from barryvdh/patch-1,0.41979808,Cache key compatibility update (#583),Typo in addSeconds,0
Typo in addSeconds,0.4380954,Fix typo in memory calculation (#997)﻿,"Doesn't functionally change, but fixes typehing",0
Merge pull request #680 from barryvdh/feat-memory,0.43513912,Fix typo in memory calculation (#997)﻿,Add memory to request watcher,0
Add view collector,0.87845135,Add view collector (#679),,1
Add memory to request watcher,0.9332554,Add memory to request watcher (#680),,1
Merge pull request #676 from koenhoeijmakers/patch-1,0.4357792,Cache key compatibility update (#583),Import Route facade in routes.php,0
Import Route facade.,0.32030755,Add the Nova API to ignore paths array (#752),,0
update version constraints,0.4507022,Show warning when manifest is outdated (#729),,0
add boolean check,0.3471265,use property_exists (eb3f6f8),,0
style fix,0.38404483,Fix syntax highlighting (#1142)﻿,,0
wrap boot code in telescope.enabled conditional,0.47045112,Move booting of commands (#1034),,0
Merge pull request #668 from xHeinrich/2.0,0.35568324,Cache key compatibility update (#583),Full timestamp on hover,0
Also add title to all other instances where a time ago is used,0.47035134,Use time instead of duplicated to show global queries duration (#737),(cherry picked from commit b3a8d2c95f27e286b36cf3947d2566a56661d160),0
Update index.vue,0.27074048,Add the Nova API to ignore paths array (#752),Add title property to created at column on request entry row,0
fix missing import,0.29232967,Fix for database migrations publishing path (#979)﻿,,0
chunk storage of exceptions and tags,0.9574418,Chunk storage of exceptions and tags (#670),,1
Merge pull request #664 from hhxsv5/2.0,0.38205755,Cache key compatibility update (#583),Support duration calculation without constant LARAVEL_START,0
support duration calculation without constant LARAVEL_START,0.9769976,Support duration calculation without constant LARAVEL_START (#664),,1
Fix dev-master,0.2990232,Testing fixes (#866),,0
Merge branch '2.0' of https://github.com/laravel/telescope,0.7182583,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,1
recompile assets,0.69127786,Compile assets (762e4ed),,0
formatting',0.4294036,Remove problematic unused code when formatting SQL (#924),,0
Enable chunking on delete to prevent errors on large resultsets,0.976974,"Enable chunking on delete to prevent errors on large resultsets (#658, 32c3709)",,1
Merge pull request #652 from finagin/gravatar,0.30886912,"Allow avatar path customization (#890, 94a3952)",Convert e-mail for gravatar to lower case,0
Merge pull request #653 from finagin/fix-gate-tests,0.4869994,Testing fixes (#866),Fix gate tests,0
Fix gate tests,0.5050254,Implement new GateEvaluated event (#1018)﻿,,0
Convert e-mail for gravatar to lower case,0.30222017,JSON fallback font (#605),,0
Apply fixes from StyleCI (#651),0.51515615,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #650 from frkcn/master,0.34621114,Cache key compatibility update (#583),Change model column content length,0
Change model column content length,0.40841848,Changed truncate from 75 chars to 50 (#887),,0
Apply fixes from StyleCI (#649),0.51503545,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #648 from ahinkle/changelog,0.37301028,Cache key compatibility update (#583),[2.0] Add Changelog,0
Add Changelog,0.34185693,Only log file/line for exception trace (#817),,0
Remove parentheses,0.40849376,Remove problematic unused code when formatting SQL (#924),,0
Merge pull request #643 from tomswinkels/patch-1,0.44047046,Cache key compatibility update (#583),Add app_name in dashboard,0
Fix empty telescope path config in frontend (#637),0.6918635,Empty path config in frontend (#637),  Add possibility to set the telescope path to root   Fix style ci ,0
Merge pull request #638 from terrafrost/rm-bcmath-dep,0.33324495,Cache key compatibility update (#583),rm bcmath dependency,0
rm bcmath dependency,0.35161057,"Revert ""[4.x] Updated db command for clearing tables"" (#993)﻿",,0
fix events with ShouldBroadcastNow (#623),1.0,Fix events with ShouldBroadcastNow (#623),,1
Update gitattributes,0.21193647,Show warning when manifest is outdated (#729),,0
make chunk size of database storage driver configurable,0.43306088,"Enable chunking on delete to prevent errors on large resultsets (#658, 32c3709)",,0
Apply fixes from StyleCI (#613),0.5271536,Fix syntax highlighting (#1142)﻿,,0
Update styleci config,0.45226827,Add explicit base font family fallback (#920),,0
Merge pull request #610 from roberto-aguilar/feature/phpunit,0.61544514,PHPUnit 8 Warnings (#610),Fix PHPUnit 8 warnings,0
Fix PHPUnit 8 warnings,0.9171121,PHPUnit 8 Warnings (#610),The assertArraySubset method has been deprecated and the assertContains method should no longer be used with strings. This alternatives suppress the warnings.,1
Fix json font fallback to monospace (#605),0.8437912,JSON fallback font (#605),,1
fix,0.44481397,Changed,,0
use property_exists,0.94372046,use property_exists (eb3f6f8),,1
Github templates,0.22473024,Show list of headers when present by @timacdonald in https://github.com/laravel/telescope/pull/1355,,0
Matrix build,0.23166092,Compile assets (762e4ed),,0
Put keywords on one line,0.36020863,Newline Config (#595),,0
remove larastan,0.33994544,Removed,,0
Merge pull request #595 from scottcharlesworth/fix-config-newline,0.6491794,Newline Config (#595),Fix config newline,0
Use newline character,0.5797034,Newline Config (#595),,0
Find newline character used in app config,0.65443766,Newline Config (#595),,0
Merge pull request #583 from adiazce/2.0,0.39001638,Cache key compatibility update (#583),Updated the cache key was added for compatibility.,0
Merge pull request #584 from lucasmichot/feature/ignore-phpunit-cache,0.53801805,PHPUnit 8 Warnings (#610),Ignore .phpunit.result.cache.,0
Ignore .phpunit.result.cache.,0.599968,PHPUnit 8 Warnings (#610),,0
Updated the cache key was added for compatibility.,0.70684254,Cache key compatibility update (#583),,1
   support apps that run carbon 1.0,0.97820866,Support apps that run carbon 1.0 (2b976e5),,1
update carbon typehint,0.48968926,Support apps that run carbon 1.0 (2b976e5),,0
update composer.json,0.42247745,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,0
update cache,0.5753758,Update Cache to use seconds instead of minutes (#562),,0
Merge branch 'master' of https://github.com/laravel/telescope,0.6298113,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,0
update tests,0.60388255,Testing fixes (#866),,0
Update cache minutes to seconds for Laravel 5.8. (#562),0.75806004,Update Cache to use seconds instead of minutes (#562),,1
Merge branch '1.0' of https://github.com/laravel/telescope,0.72216284,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,1
Add ability to configure route domain setting,0.31745523,"Allow avatar path customization (#890, 94a3952)",,0
Merge branch '1.0',0.33088082,Consolidate database directory (#975)﻿,,0
Update license file,0.26553512,Cache key compatibility update (#583),,0
Replace array and string helpers,0.6056176,Fix array to string conversion (#839),,0
Update version constraints for Laravel,0.6322972,Laravel 6 & 7 support (#860),,0
Merge pull request #548 from dasraab/dasraab-patch-1,0.3632636,Cache key compatibility update (#583),prevent heavy memory usage by saving query-log-entries in chunks into the db,0
Merge pull request #549 from Ismaile7/1.0,0.40312546,Cache key compatibility update (#583),[1.0] Remove unused CSS code,0
Remove unused CSS code,0.44421738,Remove problematic unused code when formatting SQL (#924),,0
prevent heavy memory usage by saving query-log-entries in chunks into the db,0.40274346,"Enable chunking on delete to prevent errors on large resultsets (#658, 32c3709)",,0
update version requirements,0.40146124,Show warning when manifest is outdated (#729),,0
update constraints,0.2020697,"Be able to specify only allowed paths (#963, (18c475f))",,0
Merge pull request #546 from mrk-j/patch-1,0.43997538,Cache key compatibility update (#583),Make longer content entries possible,0
Update 2018_08_08_100000_create_telescope_entries_table.php,0.5845596,Fix telescope.domain usage (#1124)﻿,,0
use Collection::flatten,0.33715495,Fix FormatModel class to work with keyless Pivot models by @Cellard in https://github.com/laravel/telescope/pull/1282,,0
ExtractTags from multi-level Collections (#531),0.40148765,Chunk storage of exceptions and tags (#670)," ExtractTags from multi-level Collections  Solution to Issue #504   Whitespace to satisfy style   testing the tests   While looking into tests found the same vulnerability with the ""fromArray"" method in ExtractTags. Wrote a test that should fail, then will try to patch.   extend fix to ExtractTags::fromArray   test for mailables   doesn't test the higher level MailWatcher, but tests the calls MailWatcher was making to ExtractTags that was causing problems before   missed an _   whitespace fix   appeasing the testing gods  missed some includes  additional offerings  test tweak III",0
Database Migrations: Add ability to ignore migrations,0.5276902,Use getConnection method in Migrations (#736),"Before applying this commit, it is not easy to disable the registering of migrations, for whatever reason. If you are not going to use Telescope's default migrations, you should call the Telescope::ignoreMigrations() method in the register method of your AppServiceProvider. This behaviour has been ported from Laravel Passport. https://github.com/laravel/telescope/issues/525",0
Database migrations: Add ability to publish migrations,0.611442,Fix for database migrations publishing path (#979)﻿,"Before this commit, it was not possible to publish the default migrations for this tool using php artisan vendor:publish --tag=. Once this commit has been applied, users will be able to export the migrations using php artisan vendor:publish --tag=telescope-migrations This is similar to the behaviour seen in Laravel Passport.",0
hideResponseParameters,0.47669032,Prevent Memory Leak when using hideRequestParameters and hideRequestHeaders by @danilopinotti in https://github.com/laravel/telescope/pull/1350,,0
Create .editorconfig,0.3744898,Newline Config (#595),,0
use mix4,0.17440994,Consolidate database directory (#975)﻿,,0
Merge pull request #499 from diogogomeswww/fix/log-watcher-with-exception-key,0.44394016,May be written to an empty log (#930),Fix Log watcher with exception key,0
fix test,0.6561324,Testing fixes (#866),,0
style ci,0.21428877,Add information about view composers (#766),,0
"shorter, less noise",0.20097445,Changed truncate from 75 chars to 50 (#887),,0
handle logs that have exception keys but are not exceptions,0.61146617,Only log file/line for exception trace (#817),,0
Test logging with an exception key,0.5924491,Only log file/line for exception trace (#817),,0
Merge branch '1.0' of https://github.com/laravel/telescope into 1.0,0.7291471,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,1
fix dump watcher,0.56064266,"Dump visibility toggling, search, etc (#959)﻿",,0
Merge pull request #488 from laravel/revert-482-fix-wrong-timestamp,0.5631363,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,"Revert ""Fixing display wrong timestamp""",0
"Revert ""Fixing display wrong timestamp""",0.43878764,Full timestamp on hover (#668),,0
Merge pull request #482 from phannaly/fix-wrong-timestamp,0.3719433,Cache key compatibility update (#583),Fixing display wrong timestamp,0
Merge pull request #483 from TBlindaruk/update_php_doc,0.45217305,PHP 8 Support (#977),[1.0] Update phpDoc,0
Merge pull request #484 from TBlindaruk/update-type-hints,0.4119546,Cache key compatibility update (#583),[1.0] Update phpDoc,0
Merge pull request #485 from TBlindaruk/use-strict-compare,0.3990221,Cache key compatibility update (#583),[1.0] use strict compare,0
[1.0] use strict compare,0.34727907,use property_exists (eb3f6f8), - use strict compare,0
[1.0] Update phpDoc,0.52525204,Fix PHP 8.1 issues (#1156)﻿, - update phpDoc for cases where collection is a collection of one type elements. This improvements will allowed type hinting for the item;),0
Fixing display wrong timestamp,0.50908613,Full timestamp on hover (#668),,0
Fix StyleCI failures,0.43455663,Fix syntax highlighting (#1142)﻿,,0
   ignore pipeline and transaction redis commands,0.4839933,Enable redis events by default if the watcher is enabled (#789),,0
  fix bad json array output,0.6632072,Fix JSON indenting (#1049),,0
Merge pull request #480 from tdkn/fix_warcher_config_status,0.39473596,Cache key compatibility update (#583),Conditional branching in array case,0
Merge pull request #479 from paras-malhotra/add_missing_watcher_config_options,0.4581168,Enable redis events by default if the watcher is enabled (#789),[1.0] Add missing config options for watchers,0
Conditional branching in array case,0.3202652,Fix issue with array hydration (#1165),,0
Fix style CI checks,0.41403455,Testing fixes (#866),,0
Add missing config options for watchers,0.52498317,Add model hydrations to model watcher (#1000),,0
Merge branch 'gate_watcher' of https://github.com/paras-malhotra/telescope into paras-malhotra-gate_watcher,0.3921224,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,0
 cast notifiable as string,0.30246788,Prevent access to uninitialized typed properties (#1005)﻿,,0
 remove artisan output call,0.434686,Return callable output on Telescope::withoutRecording by @adamczykpiotr in https://github.com/laravel/telescope/pull/1317,,0
Merge pull request #477 from paras-malhotra/fix_jobwatcher,0.520433,Fix for JobWatchers when the job payload is encrypted (#1089)﻿,[1.0] Fix job watcher crash,0
fix style CI checks,0.41403455,Testing fixes (#866),,0
fix job watcher crash,0.49998423,Fix for JobWatchers when the job payload is encrypted (#1089)﻿,,0
add policy tests to Gate Watcher,0.53968096,Implement new GateEvaluated event (#1018)﻿,,0
added gate watcher to config,0.56028044,Implement new GateEvaluated event (#1018)﻿,,0
add stack trace checks,0.51609623,Only log file/line for exception trace (#817),,0
Undo auto formatting changes,0.37454754,Changed truncate from 75 chars to 50 (#887),,0
add stack trace to Gate watcher,0.5497,Implement new GateEvaluated event (#1018)﻿,,0
Added frontend,0.34654465,Add view collector (#679),,0
Added tests for GateWatcher,0.58367366,Implement new GateEvaluated event (#1018)﻿,,0
gate watcher,0.47751236,Implement new GateEvaluated event (#1018)﻿,,0
Merge pull request #462 from deleugpn/after-recording,0.33673996,Prevent resuming recording when processing sync job (#720),[1.0] Provide AfterRecording Hook,0
Merge branch 'watcher_indicator' of https://github.com/paras-malhotra/telescope into paras-malhotra-watcher_indicator,0.42707792,Fix telescope.domain usage (#1124)﻿,,0
Add visual cues for custom dump watcher index screen,0.49848872,"Dump visibility toggling, search, etc (#959)﻿",,0
Add visual cues for disabled watchers,0.24369821,Format SQL in watcher (#714),,0
Merge pull request #464 from paras-malhotra/remove_duplicate_config_calls,0.33184618,Removed redundant default value from config file by @siarheipashkevich in https://github.com/laravel/telescope/pull/1323,[1.0] Remove duplicate config call,0
Merge pull request #465 from paras-malhotra/restrict_events_in_model_watcher,0.5017142,Add model hydrations to model watcher (#1000),[1.0] Add ability to watch specific model events,0
Add ability to watch specific model events,0.5326023,Add model hydrations to model watcher (#1000),,0
Remove duplicate config call,0.41994894,Newline Config (#595),,0
Clean up static variable,0.36037308,Prevent access to uninitialized typed properties (#1005)﻿,,0
Rename variable,0.27758282,Fix array to string conversion (#839),,0
Provide AfterRecording Hook,0.87709415,Add entry to afterRecording hook (#893),,1
format,0.38674074,Add formatted output support for plain text responses (#749),,0
Merge pull request #461 from vesper8/1.0,0.36038858,Cache key compatibility update (#583),"added ""Duration"" column to Requests tab",0
 show detailed time elapsed,0.5381158,Use time instead of duplicated to show global queries duration (#737),,0
  show number of seconds elabsed,0.5369086,Use time instead of duplicated to show global queries duration (#737),,0
    ensure class event payload contains the instance,0.38029727,Fix events with ShouldBroadcastNow (#623),,0
"added ""Duration"" column to Requests tab",0.5245652,Use time instead of duplicated to show global queries duration (#737),,0
 handle all cache events,0.6081979,Move cache read inside handler to avoid early cache call (#1025)﻿,,0
Merge pull request #457 from laravel/dontBuildRecords,0.5256154,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Dont build records if not recording,0
remove unused import,0.36047173,Remove asset manifest check and warning (#1063),,0
   dont build records if not recording,0.36503756,Prevent resuming recording when processing sync job (#720),,0
Merge pull request #449 from derekmd/query-location-can-ignore-vendor-packages,0.38881624,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,QueryWatcher location can ignore Composer packages,0
QueryWatcher location can ignore packages,0.52410114,Add the Ability to Pass Custom ignore_paths To Query Watcher by @Watercycle in https://github.com/laravel/telescope/pull/1276,"For query ""Location"" shown in the UI, allow ignoring Composer packages other than laravel/* so the class/line number from your app code will be shown instead. This would cover 3rd-party query builder packages such as:  spatie/laravel-translatable dimsav/laravel-translatable staudenmeir/eloquent-eager-limit",0
Merge pull request #445 from vrajroham/patch-1,0.42098093,Cache key compatibility update (#583),Make index table responsive,0
Make index table responsive,0.29655793,Fix query formatting in preview (#1050)﻿,Text overflows,0
Merge pull request #439 from ashutoshSce/1.0,0.39677614,Cache key compatibility update (#583),remove extra opening tag,0
reject corrupted content,0.3302608,Suppress filesize errors in client request watcher (#1096),,0
remove extra opening tag,0.3471567,Remove problematic unused code when formatting SQL (#924),,0
      run telescope if its enabled even in unit tests,0.5762175,Telescope:withoutRecording() should be exception safe (#1092),,0
   use a different pretty JSON library,0.4593483,Fix JSON indenting (#1049),,0
Merge pull request #425 from laravel/formatModelString,0.596378,Fix FormatModel class to work with keyless Pivot models by @Cellard in https://github.com/laravel/telescope/pull/1282,Format model string,0
fix dev-master,0.2990232,Testing fixes (#866),,0
  format model displayable string correctly,0.48934054,Add formatted output support for plain text responses (#749),,0
Merge pull request #423 from gauravmak/css-fix,0.38045406,Fix syntax highlighting (#1142)﻿,Let base file load vendor css alone,0
Merge pull request #424 from gauravmak/route-name,0.33201164,Properly Implode Nested(Array) Notification Routes To Fix Array To String Conversion Exception (#778),Correct route name for mail,0
Correct route name for mail,0.3150345,Properly Implode Nested(Array) Notification Routes To Fix Array To String Conversion Exception (#778),,0
Let base file load vendor css alone,0.3993676,Add explicit base font family fallback (#920),,0
Merge pull request #416 from blaxxi/patch-1,0.39409995,Cache key compatibility update (#583),Fix listening for JobFailed event,0
Removed unused SyncQueue,0.33631012,Remove asset manifest check and warning (#1063),,0
Fix listening for JobFailed event,0.49646962,Fix for JobWatchers when the job payload is encrypted (#1089)﻿,,0
 fix events with ShouldBroadcastNow,0.9511701,Fix events with ShouldBroadcastNow (#623),,1
 revert broken change in,0.48404348,"Revert ""[4.x] Updated db command for clearing tables"" (#993)﻿",,0
Merge pull request #407 from paras-malhotra/add_package_discover_command_to_ignored_list,0.4014006,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Add package discover command to ignore list,0
Merge pull request #408 from gauravmak/patch-1,0.3984133,Cache key compatibility update (#583),Remove extra use statement,0
Merge pull request #410 from X-Coder264/fix-contract-violation,0.38695407,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Fix container contract violation,0
Fix container contract violation,0.3374321,Remove asset manifest check and warning (#1063),,0
Bug fix: Missed to remove trait use statement,0.41538453,Fix typed properties issues (#879),,0
Remove extra use statement,0.54917073,Remove problematic unused code when formatting SQL (#924),,0
add package discover command to ignore list,0.35519493,Add support for ignoring by HTTP Verb by @ArthurPatriot in https://github.com/laravel/telescope/pull/1222,,0
Merge pull request #404 from paras-malhotra/fix_prune_command,0.35674804,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,[1.0] Fix prune command hours option,0
Merge pull request #406 from lassemettovaara/use-double-quotes,0.34266677,Add formatted output support for plain text responses (#749),Use double quotes for HTML attributes.,0
Use double quotes for HTML attributes.,0.41876304,Add key attribute (#1154),,0
changed optional argument to option to keep in line with docs,0.29554373,Add the Nova API to ignore paths array (#752),,0
fixed style ci test,0.37385955,Testing fixes (#866),,0
added test for varying hours,0.29228795,Use time instead of duplicated to show global queries duration (#737),,0
fix prune command optional argument,0.42968372,Changed truncate from 75 chars to 50 (#887),,0
formatting and parameter name change,0.36965644,Remove problematic unused code when formatting SQL (#924),,0
Adding age parameter to pruning command,0.34561646,Changed truncate from 75 chars to 50 (#887),Enabling the user to choose the age before records are being pruned from the repository (in hours),0
    ignore any errors while loading monitored tags,0.5484314,Defer loading monitored tags by @taylorotwell in https://github.com/laravel/telescope/pull/1215,,0
Merge pull request #393 from arjanwestdorp/optionalMigrating,0.26973796,Use getConnection method in Migrations (#736),[1.0] Only register migrations for database driver,0
Only register migrations for database driver,0.49295825,Use getConnection method in Migrations (#736),,0
  make preview details table responsive,0.47870618,Fix query formatting in preview (#1050)﻿,,0
Merge pull request #391 from paras-malhotra/1.0,0.34303543,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,[1.0] Fix bool return value on pausing/unpausing telescope,0
Remove duplicate license section,0.32871127,Remove asset manifest check and warning (#1063),,0
fix bool return value on pausing/unpausing telescope,0.5013411,Telescope:withoutRecording() should be exception safe (#1092),,0
                 mind excluded middleware causing the stored array to have uneven keys thus JS reads it as object instead of array,0.3442946,Fix issue where json_encode quietly fails due to binary data inside telescope entry by @Hexide in https://github.com/laravel/telescope/pull/1266,,0
Merge pull request #389 from Te7a-Houdini/fix-unlinked-file-upload-in-request-watcher,0.596229,Improve file handling in client request watcher (#1080)﻿,[1.0] Fix unliked uploaded files for request watcher,0
Fix style ci,0.3481987,Fix typed properties issues (#879),,0
Fix unliked uploaded files for request watcher,0.6529167,Improve file handling in client request watcher (#1080)﻿,,0
update branch alias,0.24526075,Show warning when manifest is outdated (#729),,0
update readme,0.39221954,Show warning when manifest is outdated (#729),,0
add enabled option,0.3397229,Add key attribute (#1154),,0
Merge pull request #379 from laravel/formatFileUploads,0.50039405,Laravel 9 Support (#1170),Format file uploads while recording a request,0
Merge branch '1.0' of github.com:laravel/telescope into 1.0,0.66629374,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,0
update docs,0.33578256,Show warning when manifest is outdated (#729),,0
 fix new middleware attribute,0.31341314,Add key attribute (#1154),,0
  more details on file uplaods,0.34661937,Improve file handling in client request watcher (#1080)﻿,,0
Merge pull request #385 from paras-malhotra/1.0,0.333444,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Updated docs to reflect the telescope:publish command,0
Update readme.md,0.428316,Show warning when manifest is outdated (#729),,0
Merge pull request #380 from lucasmichot/feature/1.0/docblock,0.30313855,Cache key compatibility update (#583),[1.0] Fix docblocks.,0
Fix docblocks.,0.39760834,Testing fixes (#866),,0
    format file uploads while recording a request,0.5320319,Improve file handling in client request watcher (#1080)﻿,,0
Merge branch 'hide_security_critical_params_and_headers' of https://github.com/paras-malhotra/telescope into paras-malhotra-hide_security_critical_params_and_headers,0.51412827,Fix telescope.domain usage (#1124)﻿,,0
Merge pull request #376 from lucasmichot/feature/1.0/laravel-style-guide,0.56949306,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,[1.0] Apply Laravel styleguide.,0
Apply Laravel styleguide.,0.52792567,Laravel 9 Support (#1170),,0
  only load if migrations ran,0.43489122,Use getConnection method in Migrations (#736),,0
Merge branch 'config_additions' of https://github.com/paras-malhotra/telescope into paras-malhotra-config_additions,0.46480548,Fix telescope.domain usage (#1124)﻿,,0
 check if migrations ran,0.45778257,Use getConnection method in Migrations (#736),,0
formatting. add to contract,0.38718134,Add formatted output support for plain text responses (#749),,0
           load monitored tags early in the lifecycle so we dont call it while recording,0.5153936,Defer loading monitored tags by @taylorotwell in https://github.com/laravel/telescope/pull/1215,,0
try/catch Auth::hasUser,0.46731907,Check tags after set $this->user() by @trin4ik in https://github.com/laravel/telescope/pull/1236,,0
ignore package discover,0.31688657,Add support for ignoring by HTTP Verb by @ArthurPatriot in https://github.com/laravel/telescope/pull/1222,,0
Add config options for ignored paths and commands,0.543485,Make ignoring Laravel Nova paths configurable (#799),,0
Add check for local env,0.31711453,Make ignoring Laravel Nova paths configurable (#799),,0
Hide security critical fields to avoid session highjacking and csrf exploits,0.34528205,Prevent Memory Leak when using hideRequestParameters and hideRequestHeaders by @danilopinotti in https://github.com/laravel/telescope/pull/1350,,0
